Crash_ID,Unit_Nbr,Prsn_Nbr,Prsn_Type_ID,Prsn_Occpnt_Pos_ID,Prsn_Injry_Sev_ID,Prsn_Age,Prsn_Ethnicity_ID,Prsn_Gndr_ID,Prsn_Ejct_ID,Prsn_Rest_ID,Prsn_Airbag_ID,Prsn_Helmet_ID,Prsn_Sol_Fl,Prsn_Alc_Spec_Type_ID,Prsn_Alc_Rslt_ID,Prsn_Bac_Test_Rslt,Prsn_Drg_Spec_Type_ID,Prsn_Drg_Rslt_ID,Prsn_Death_Time,Sus_Serious_Injry_Cnt,Nonincap_Injry_Cnt,Poss_Injry_Cnt,Non_Injry_Cnt,Unkn_Injry_Cnt,Tot_Injry_Cnt,Death_Cnt
17493248,3,4,2,4,5,21,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493262,1,2,2,4,3,65,1,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17493262,1,3,2,6,5,65,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493276,2,2,2,3,3,19,2,2,1,1,8,97,N,,,,,,,0,0,1,0,0,1,0
17493276,2,3,2,4,5,13,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493310,1,2,2,3,5,30,2,2,1,1,8,97,N,,,,,,,0,0,0,1,0,0,0
17493315,1,2,2,3,5,27,4,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493315,2,2,2,3,2,24,2,1,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
17493315,2,3,2,6,5,17,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493315,2,4,2,5,0,0,2,1,1,5,2,97,N,,,,,,,0,0,0,0,1,0,0
17493317,1,2,2,5,5,16,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493317,1,3,2,3,5,17,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493319,3,2,2,3,2,76,3,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
17493328,1,2,2,3,5,40,1,1,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
17493331,2,2,2,14,2,60,3,1,1,11,1,97,N,,,,,,,0,1,0,0,0,1,0
17493340,2,2,2,3,3,37,3,2,1,1,1,97,N,,,,,,,0,0,1,0,0,1,0
17493344,1,2,2,3,5,68,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493351,1,2,2,14,2,33,3,1,1,11,2,97,N,,,,,,,0,1,0,0,0,1,0
17493351,1,3,2,14,3,30,3,1,1,11,8,97,N,,,,,,,0,0,1,0,0,1,0
17493351,1,4,2,14,3,41,3,2,1,10,2,97,N,,,,,,,0,0,1,0,0,1,0
17493360,2,2,2,3,5,72,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493379,1,2,2,4,5,17,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493385,1,2,2,3,5,13,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493385,1,3,2,4,5,0,1,1,1,5,2,97,N,,,,,,,0,0,0,1,0,0,0
17493385,1,4,2,5,5,3,1,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17493385,1,5,2,6,5,2,1,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17493386,1,2,2,3,5,26,5,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493386,1,3,2,4,5,1,5,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17493386,1,4,2,6,5,2,5,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17493387,1,2,2,3,5,29,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493391,1,2,2,4,5,5,1,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17493391,1,3,2,5,5,15,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493391,1,4,2,6,5,8,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493392,3,2,2,3,5,14,5,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493392,4,2,2,3,5,21,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493394,1,2,2,3,5,5,1,1,1,4,8,97,N,,,,,,,0,0,0,1,0,0,0
17493394,1,3,2,6,5,17,1,1,1,1,8,97,N,,,,,,,0,0,0,1,0,0,0
17493397,1,2,2,3,5,59,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493397,1,3,2,4,5,64,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493398,1,2,2,3,2,25,2,2,1,1,8,97,N,,,,,,,0,1,0,0,0,1,0
17493400,2,2,2,3,3,36,1,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17493400,2,3,2,4,5,16,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493400,2,4,2,6,5,14,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493401,1,2,2,3,5,19,1,1,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
17493406,2,2,2,3,5,16,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493425,1,2,2,3,5,40,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493425,1,3,2,4,5,17,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493433,2,2,2,3,5,34,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493433,2,3,2,4,5,15,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493433,2,4,2,6,5,17,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493445,2,2,2,3,5,12,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493447,1,2,2,1,5,19,1,2,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
17493447,1,3,2,4,5,19,1,1,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
17493448,1,2,2,2,5,16,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493448,1,3,2,3,5,17,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493451,1,2,2,3,5,56,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493451,2,2,2,3,5,31,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493458,1,2,2,3,5,49,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493460,2,2,2,3,5,35,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493462,1,2,2,3,5,28,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493462,1,3,2,6,5,31,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493462,2,2,2,3,3,52,2,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17493463,2,2,2,3,5,18,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493468,1,2,2,3,5,65,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493475,1,2,2,3,5,37,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493478,1,2,2,3,5,18,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493478,1,3,2,4,5,17,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493481,1,2,2,3,5,13,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493481,1,3,2,4,5,9,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493481,1,4,2,6,5,1,1,2,1,5,2,97,N,,,,,,,0,0,0,1,0,0,0
17493483,3,2,2,14,2,39,3,2,1,8,1,97,N,,,,,,,0,1,0,0,0,1,0
17493483,3,3,2,14,2,49,3,2,1,8,1,97,N,,,,,,,0,1,0,0,0,1,0
17493483,3,4,2,14,2,49,3,2,1,8,1,97,N,,,,,,,0,1,0,0,0,1,0
17493483,3,5,2,14,2,51,3,2,4,11,1,97,N,,,,,,,0,1,0,0,0,1,0
17493483,3,6,2,14,2,71,3,1,1,8,1,97,N,,,,,,,0,1,0,0,0,1,0
17493486,1,2,2,3,5,22,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493486,1,3,2,4,5,8,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493486,2,2,2,3,3,28,3,2,1,1,3,97,N,,,,,,,0,0,1,0,0,1,0
17493486,2,3,2,6,3,6,3,2,1,4,2,97,N,,,,,,,0,0,1,0,0,1,0
17493499,2,2,2,3,5,42,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493502,2,2,2,3,5,60,2,1,1,9,2,97,N,,,,,,,0,0,0,1,0,0,0
17493502,2,3,2,4,5,5,1,2,1,7,2,97,N,,,,,,,0,0,0,1,0,0,0
17493503,1,2,2,4,5,37,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493504,1,2,2,3,5,18,2,2,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
17493504,1,3,2,4,5,7,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493504,1,4,2,6,5,15,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493505,1,2,2,3,5,18,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493505,2,2,2,3,5,27,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493505,2,3,2,6,5,1,2,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17493505,3,2,2,3,5,30,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493506,1,2,2,3,5,33,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493507,2,2,2,3,5,37,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493507,3,2,2,3,5,53,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493507,3,3,2,6,5,24,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493507,3,4,2,4,5,23,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493507,4,2,2,3,5,19,1,1,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
17493509,2,2,2,4,5,73,4,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493509,2,3,2,6,5,11,4,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493510,1,2,2,3,5,31,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493510,1,3,2,4,2,4,2,2,1,5,2,97,N,,,,,,,0,1,0,0,0,1,0
17493510,1,4,2,5,3,7,2,1,1,7,2,97,N,,,,,,,0,0,1,0,0,1,0
17493510,1,5,2,6,3,12,2,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17493510,1,6,2,7,2,15,2,2,2,10,2,97,N,,,,,,,0,1,0,0,0,1,0
17493510,1,7,2,8,2,8,2,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
17493510,1,8,2,9,2,13,2,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
17493514,1,2,2,3,5,33,4,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493514,1,3,2,6,5,5,4,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493517,3,2,2,3,5,39,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493517,3,3,2,6,5,4,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493518,1,2,2,3,3,27,3,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17493518,1,3,2,6,3,3,3,2,1,7,2,97,N,,,,,,,0,0,1,0,0,1,0
17493518,2,2,2,14,3,44,3,1,4,11,1,97,N,,,,,,,0,0,1,0,0,1,0
17493518,2,3,2,14,3,54,3,1,4,11,1,97,N,,,,,,,0,0,1,0,0,1,0
17493521,1,2,2,3,2,15,1,2,1,1,8,97,N,,,,,,,0,1,0,0,0,1,0
17493521,3,2,2,3,5,41,5,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493521,3,3,2,4,5,1,5,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17493523,3,2,2,3,3,45,1,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17493523,4,2,2,3,3,35,3,1,1,1,8,97,N,,,,,,,0,0,1,0,0,1,0
17493523,4,3,2,4,3,7,3,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17493523,4,4,2,5,3,6,,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17493526,1,2,2,6,2,14,2,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
17493526,1,3,2,4,2,45,2,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
17493526,1,4,2,3,2,64,2,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
17493528,1,2,2,3,5,52,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493530,2,2,2,1,5,22,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493530,2,3,2,6,5,18,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493530,2,4,2,4,5,45,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493555,2,2,2,3,5,46,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493567,2,2,2,3,3,76,1,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17493574,1,2,2,3,5,21,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493575,1,2,2,3,5,46,1,2,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
17493575,1,3,2,6,3,3,1,2,1,4,2,97,N,,,,,,,0,0,1,0,0,1,0
17493575,1,4,2,4,5,20,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493575,2,2,2,3,5,20,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493576,2,2,98,1,3,50,3,1,4,11,1,97,N,,,,,,,0,0,1,0,0,1,0
17493577,2,2,2,6,3,6,2,1,1,7,4,97,N,,,,,,,0,0,1,0,0,1,0
17493584,2,2,2,3,5,15,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493584,2,3,2,6,5,13,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493590,2,2,2,6,5,16,2,1,1,1,8,97,N,,,,,,,0,0,0,1,0,0,0
17493590,2,3,2,3,5,42,2,2,1,1,8,97,N,,,,,,,0,0,0,1,0,0,0
17493593,1,2,2,3,5,17,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493594,2,2,2,3,5,9,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493594,2,3,2,6,5,7,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493594,2,4,2,5,5,6,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493594,2,5,2,4,5,1,2,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17493598,3,2,2,3,5,64,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493598,3,3,2,4,5,15,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493601,2,2,2,3,5,18,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493602,2,2,2,3,5,47,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493602,2,3,2,6,5,13,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493608,2,2,2,3,5,19,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493609,1,2,2,3,5,12,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493609,2,2,2,3,5,67,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493609,2,3,2,4,5,16,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493609,2,4,2,6,5,30,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493622,2,2,2,6,5,12,3,1,1,1,8,97,N,,,,,,,0,0,0,1,0,0,0
17493622,2,3,2,3,3,65,3,2,1,1,8,97,N,,,,,,,0,0,1,0,0,1,0
17493628,1,2,2,3,5,74,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493632,2,2,2,3,5,10,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493636,2,2,2,3,5,29,2,2,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
17493638,2,2,2,3,5,20,2,1,1,1,4,97,N,,,,,,,0,0,0,1,0,0,0
17493639,1,2,2,3,5,23,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493639,1,3,2,4,5,12,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493651,1,2,2,3,5,21,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493651,2,2,2,3,3,20,4,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17493651,3,2,2,3,5,65,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493651,3,3,2,4,5,4,1,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17493651,3,4,2,5,5,1,2,2,1,5,2,97,N,,,,,,,0,0,0,1,0,0,0
17493651,3,5,2,5,5,14,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493651,3,6,2,6,5,23,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493653,2,2,2,3,5,28,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493653,2,3,2,6,5,60,2,1,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
17493654,2,2,2,3,5,37,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493668,2,2,2,3,5,13,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493668,2,3,2,4,5,9,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493668,2,4,2,5,5,23,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493668,2,5,2,6,5,12,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493673,1,2,2,3,5,14,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493674,1,2,2,4,5,1,2,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17493678,2,2,2,3,5,5,3,2,1,7,2,97,N,,,,,,,0,0,0,1,0,0,0
17493682,1,2,2,3,5,57,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493683,2,2,2,3,5,55,1,2,1,1,4,97,N,,,,,,,0,0,0,1,0,0,0
17493685,1,2,2,3,5,35,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493686,2,2,2,3,5,43,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493691,1,2,2,3,5,17,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493692,1,2,2,3,5,19,3,1,1,1,8,97,N,,,,,,,0,0,0,1,0,0,0
17493692,1,3,2,4,5,9,3,2,1,1,8,97,N,,,,,,,0,0,0,1,0,0,0
17493696,1,2,2,3,5,24,,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493700,1,2,2,10,1,62,2,1,1,8,8,97,N,,,,,,,1,0,0,0,0,1,0
17493703,1,2,2,3,5,17,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493705,1,2,2,6,3,20,3,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17493705,1,3,2,4,5,16,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493707,1,2,2,3,5,24,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493716,2,2,2,3,1,48,2,1,1,1,2,97,N,,,,,,,1,0,0,0,0,1,0
17493719,1,2,2,4,5,3,1,1,1,4,1,97,N,,,,,,,0,0,0,1,0,0,0
17493719,1,3,2,6,5,4,1,2,1,4,1,97,N,,,,,,,0,0,0,1,0,0,0
17493721,2,2,2,3,5,50,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493721,2,3,2,2,5,8,2,2,1,3,2,97,N,,,,,,,0,0,0,1,0,0,0
17493723,1,2,2,3,3,61,1,2,1,1,3,97,N,,,,,,,0,0,1,0,0,1,0
17493723,2,2,2,3,5,58,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493729,2,2,2,3,5,30,5,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493747,1,2,2,3,5,63,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493747,2,2,2,3,5,55,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493747,2,3,2,6,5,70,3,1,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
17493754,1,2,2,6,5,4,2,1,1,7,2,97,N,,,,,,,0,0,0,1,0,0,0
17493758,1,2,2,3,5,34,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493764,1,2,2,3,5,15,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493768,2,2,2,3,5,40,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17493771,1,2,2,3,5,54,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
