Crash_ID,Damaged_Property
17436727,CONCRETE WALL/BARRIER
17436737,SCHOOL ZONE SIGN
17436737,MAILBOX #301
17436790,STREET SIGN KNOCKED DOWN
17436806,TREE
17437114,TREE
17437150,7 FOOT CLEARANCE BAR
17437161,DAMAGE TO WOODEN AND METAL FENCE
17437191,APPROXIMATELY 50 FFET GUARDRAIL DAMAGE
17437203,LANDSCAPE AND PORCH
17437204,TX DOT GUARD RAIL
17437265,LAMP POST
17437356,LIGHT POLE
17437452,STREET SIGN
17437480,TREE
17437513,DAMAGED TREE
17437529,BENT AWNING
17437583,CINDER BLOCK FENCING
17437596,ELECTRIC POLE
17437617,METAL GATE
17437663,COH POWER LINE POLE 456433
17437676,MINOR DAMAGE TO WATER DRAIN ON BUILDING
17437676,DAMAGED STREET LIGHT
17437699,RETAINING WALL DAMAGE
17437752,SPEED LIMIT SIGN
17437752,FIRE HYDRANT
17437779,CONCRETE BARRIER
17437876,UTILITY LIGHT POLE
17437878,MAILBOX
17437925,STOP SIGN POLE
17437946,LIGHT POLE
17438003,ROAD WORK SIGN
17438008,DENTED SIGNAL LIGHT
17438023,ORANGE PLASTIC BARRIERS
17438079,RETAINING WALL
17438114,APPROXIMATELY 12FT OF ROCK WALL
17438117,CABLES THAT HOLD CRASH BARRELS IN PLACE
17438156,CITY OF MIDLAND DO NOT ENTER SIGN
17438163,TELEPHONE POLE
17438167,THREE GUIDE WIRE POLES
17438199,CONCRETE BARRIER
17438284,CONCRETE/ROCK SQUARE FENCE POST
17438300,LIGHT POLE AND WIRING
17438300,LAWN
17438300,ROOF
17438300,LAWN
17438300,FENCE
17438375,CORNER OF BUILDING
17438483,COW
17438493,SPEED LIMIT SIGN
17438534,NONE
17438540,METAL DRIVE UP BARRIER
17438546,DAUGHTER'S BICYCLE
17438553,CONCRETE CULVERT
17438585,2 STEEL POST & 3 WOOD POST
17438585,EXTRUDER TERMINAL
17438610,GATE CONTROL PAD
17438624,BUILDING BRICK & WOODEN INFRASTRUCTURE
17438752,PRIVACY FENCE
17438766,YIELD SIGN (NO ID NUMBER)
17438908,METRO BUS SIGN
17438926,TRAFFIC SIGNAL LIGHT POLE
17438930,CONCRETE BARRIER
17439012,FIRE HYDRANT
17439035,ROAD SIGN
17439042,POLE
17439098,POLE AND LINES
17439098,POLE AND LINES
17439125,LIGHT POLE
17439128,UTILITY POLE
17439150,25 MPH SPEED LIMIT SIGN
17439150,WOODEN FENCE
17439205,GUARD RAIL
17439213,RED AND WHITE COW
17439231,YARD/TREES/GAS METER & LINE
17439231,GAS METER/LINE
17439263,FENCE & LANDSCAPING @ 3025 BICKLEY
17439263,FENCE @ 1345 BARROW (H-E-B)
17439263,FENCE @ 3017 BICKLEY
17439268,500-600 POUND CROSSBRED BULL CALF HIT
17439291,NON CONTACT VEHICLE TX: HPP9539
17439294,CEMENT CULVERT
17439294,MAIL BOX
17439357,POWER POLE
17439357,GAS METER
17439357,CABLE LINE
17439357,PHONE LINE
17439391,DAMAGED TREE
17439404,IMPACT ATTENUATOR
17439439,CAR PORT POLE
17439490,LIGHT POLE
17439556,MAILBOX POLE
17439579,CEMENT GUARDRAIL
17439649,PROPERTY FENCE
17439733,YIELD SIGN
17439847,UTILITY POLE
17439851,BUSH
17439855,PIPE H BRACE FENCE
17439856,NONE
17439929,BRIDGE
17439957,LIGHT POLE #243110 AT 9700 RAIDER CIR N
17439986,LIGHT POLE STRUCK  #39754823556928
17439993,TX DOT---EAS/ WEST IN GROUND SIGN
17440031,IRRIGATION VACUUM BREAKER/CAGE
17440059,FRONT FENCE
17440067,BARBED WIRE FENCE
17440086,2 POST ON CABLE BARRIER
17440256,GUARD RAIL
17440298,10 FT GUARD RAIL DAMAGE
17440303,TREE
17440303,MAILBOX AND GRASS
17440376,PEDESTRIAN CROSSING SIGN AND 4 WAY SIGN
17440392,WRONG WAY SIGN BROKEN OFF BASE
17440402,CPS LIGHT POLE
17440406,"FENCE, CAMERA TOWER"
17440409,GATE
17440470,GUIDEWIRES AND POSTS DAMAGED
17440471,ENTRY SIGN DAMAGED
17440471,ROCK MOVED DUE TO VEHICLE HITTING IT
17440472,GUARDRAIL DAMAGED
17440490,BARBWIRE FENCE
17440510,CABLE BARRIER
17440535,GUARD RAIL
17440540,SPEED LIMIT SIGN
17440551,LIGHT POLE
17440560,LIGHT POLE
17440563,DAMAGE TO FRONT OF BUILDING / GLASS DOOR
17440618,STREET SIGN
17440644,SCUFFS/SCRAPES CENTER BARRIER
17440691,TELEPHONE POLE
17440710,GUARDRAIL
17440726,"ORANGE, PORTABLE STANDING CONST SIGN"
17440742,FENCE/GATE
17440746,SOLID BLACK COW
17440754,BICYCLE
17440758,WOODEN PRIVACY FENCE
17440759,CRASH CUSHION WATER BARRELS
17440786,DISABLED PARKING POLE
17440796,CONCRETE POLE
17440798,NONE
17440803,25 FEET OF CHAIN LINKED FENCE
17440812,DAMAGE TO ELECTRICAL LINES ON POLE
17440816,STORE AND GAS STATION SIGN
17440844,LANDSCAPING
17440844,STOP SIGN
17440853,NO DAMAGE TO OTHER PROPERTY
17440855,WOODEN UTILITY POLE
17440873,BRICK EXTERIOR WALL OF ATTACHED GARAGE
17440873,FENCE
17440901,ROADWAY LIGHT FIXTURE
17440903,ROAD SIGN
17440907,LIGHT POLE
17440943,TREE
17441020,YIELD SIGN
17441046,TREE
17441056,YELLOW HIGHWAY SIGN
17441057,CONCRET CULVERT
17441091,"""MEDIAN"" SIGN"
17441096,OVERHEAD STREET LIGHT/HIGHWAY SIGN
17441102,CATTLE FENCE
17441102,BARB WIRE FENCE
17441125,BRICK MAILBOX
17441170,TREE
17441221,GUARDRAIL DAMAGE
17441246,"BROKEN BRICK PILLARS, WINDOW, BUSHES"
17441259,WALKWAY ACTIVATION POLE
17441289,LIGHT POLE
17441320,SIGNAL LIGHT CONTROL BOX
17441414,FENCE TO THE PROPERTY
17441440,APPROX 10 WOODEN BOARDS - $1000
17441443,PLASTIC WATER FILLED CRASH BARRIERS
17441470,HOLE IN LEFT SIDE OF HOME
17441479,TRAFFIC LIGHT POLE
17441542,FLOWERPOT
17441557,UTILITY POLE
17441559,FINCE OF A RESIDENCE
17441565,"LIGHT POLE, BOTTOM PORTION OF POLE DENT"
17441571,FENCE
17441606,GUARD RAIL DAMAGE AND 4 BROKEN POSTS
17441690,BARBED WIRE FENCE
17441722,MAILBOX/FENCE
17441726,THREE PRIVATE FENCES
17441779,WHOLE ON THE SIDE OF THE HOUSE.
17441787,SODA MACHINES
17441792,LANDSCAPING
17441816,RAN OVER MAILBOX
17441924,EXIT 235B GUARDRAIL
17441957,CHRISTMAS DECOR WITH METAL BRACKETS
17441985,DAMAGE TO CHAIN LINK FENCE AND POST
17441989,FENCE DAMAGE
17441990,MAILBOX
17442014,20 FT OF FENCING
17442023,MAIL BOX
17442024,LIGHT POLE ($1000 DAMGE)
17442036,MOWER DECK FOR CITY OF SAN ANTONIO
17442105,DEER
17442113,WALL OF BUSINESS WAS CRASHED IN TO
17442125,FRONT YARD CHAIN LINK FENCE
17442133,APARTMENT BUILDING
17442172,LIGHT POLE #292417
17442198,CABLE BARRIER
17442215,40FT PIPE/CABLE FENCE
17442221,POWER POLE
17442250,HOUSTON AVE BRIDGE
17442284,GUARD RAIL
17442298,MAILBOX AT 817 DOWDY FERRY RD
17442300,MADE DEEP RUTS IN SOMEONE'S FRONT YARD.
17442327,POWER LINE POLE
17442370,BRICK WALL ON NORTH SIDE.
17442372,BRICK/PLASTER GATED WALL
17442373,LIGHT/UTILITY POLE
17442374,"WINDOW, DOOR FRAME, WALL OF RESIDENCE"
17442436,IRON FENCE
17442441,NO LEFT TURN SIGN
17442441,STREET SIGN
17442441,STOP SIGN
17442441,STREET SIGN LIGHT POLE
17442506,METAL BUILDING
17442506,IH 20 / US 69 OVER PASSING BRIDGE
17442513,FIRE HYDRANT
17442513,LARGE METAL MAILBOX ON METAL POST
17442533,ELECTRIC POLE
17442581,POWER POLE
17442583,LIGHT POLE
17442621,NO PARKING SIGN
17442621,12 FOOT SECTION OF WOOD/METAL FENCE
17442624,BUILDING
17442662,LIGHT POLE
17442715,APEX GUARDRAIL DAMAGE
17442769,JERSEY BARRIER
17442778,1 METAL CORNER POST BRACE
17442778,"100FT OF BARBED WIRE, 4 METAL POSTS"
17442783,CULVERT DAMAGE
17442783,FENCING AND FENCE POST
17442811,DAMAGE TO WOODEN GUARD POSTS ALONG RIVER
17442819,BUILDING AND SHOW CASE IN THE BUILDING
17442840,CABLE WIRE DAMAGE
17442865,BUILDING WALL
17442897,WATER TANK /CRASH TANK
17442903,DAMAGE TO CONCRETE PARTITION
17442934,FENCE
17442934,FENCE
17442982,MAILBOX AND SECTION OF SIDEWALK
17442982,MAILBOX
17442982,MAILBOX
17443013,MAIL BOX
17443023,9 BARRIER POLES
17443024,7 WOODEN FENCE POSTS
17443024,70 FEET OF FENCE
17443028,BARB WIRE FENCE AND POST
17443051,CONCRETE TURN AROUND BARRIER
17443079,DAMAGES TO MAILBOX/LEFT CORNER
17443101,TRANSFORMER CABINET #191024
17443119,GUARD RAIL BARRIER
17443128,CHAIN LINK FENCE WITH METAL POST
17443144,IMPACT TO CONCRETE MEDIAN RETAINING WALL
17443148,STEEL TRAFFIC LIGHT POLE.
17443214,WOODEN UTILITY POLE
17443249,ELECTRIC SHOPPING CART
17443299,SCRATCHES TO INSIDE WALL
17443303,NONE
17443321,BOLLARD ARM DAMAGE
17443385,FENCE
17443390,DAMAGED VIA BUS STATION
17443424,EXIT SIGN
17443449,IRON FENCE AND BRICK COLUMN
17443494,CYCLINDER CONCRETE BARRIER
17443498,REGULATORY SIGN
17443498,CHAIN LINK FENCE
17443504,CABLE GUARD RAIL
17443523,STREET LAMP
17443626,FENCE
17443636,GAURDRAIL DAMAGE
17443640,LIGHT POLE
17443641,SIGNAL/LIGHT POLE
17443684,LIGHT POLE
17443695,DAMAGE TO HOME
17443707,TX SH 183 SIGN AT ENTRANCE RAMP
17443779,TELEPHONE POLE
17443780,CINDER BLOCK FENCE
17443809,WOODEN FENCE
17443809,CHAIN LINK FENCE
17443809,WOODEN FENCE
17443809,WOODEN FENCE
17443809,EAST WALL OF THE RESIDENCE
17443830,ONE WAY SIGN X 2
17443830,SHRUBBERY
17443830,BROADBAND TELECOMMUNICATIONS POST
17443848,GUARD RAIL
17443856,CHAIL-LINKED FENCE
17443856,CHAIN-LINKED GATE
17443868,20 FT OF STONE WALL DESTRUCTED
17443885,DAMAGE TO GUARD RAIL
17443887,FRONT DOOR AND FRONT GLASS WINDOWS
17443891,LIGHT POLE
17443943,DAMAGE TO GUARDRAIL
17443953,GUARD RAIL
17443955,CHAINLINK FENCE
17443959,UNIT#1 VEHICLE DAMAGE
17443969,$300 WORTH FRONT YARD AND PLANTS
17443984,GUARD RAIL
17443991,TELL PHONE POLE # 191158
17444002,WALL BARRICADE HAD SOME GOUGE MARKS
17444007,TOLL BOOTH EQUIPMENT
17444012,CIRCULAR WIRING COVER
17444012,STREET SIGN WITH STOP SIGN ATTACHED
17444022,WELCOME TO LUMBERTON SIGN WAS DAMAGED
17444027,STOP SIGN
17444071,CUSTOM METAL GATE / FENCE
17444072,GRAVEL ROCKS
17444081,TRASH CAN
17444083,GUARDRAIL
17444096,BRICK MAILBOX
17444101,10 FEET OF DAMAGE TO GUARDRAIL
17444104,DAMAGED MILE MARKER SIGN
17444108,DAMAGED WIRING FENCE LINE 2X
17444108,BROKEN WOODEN FENCE
17444120,CONCRETE BARRIER
17444136,FLASHING LIGHT SCHOOL CROSSING SIGN
17444136,GUARDRAIL
17444169,TREE
17444172,BUSTED WATER PIPE
17444184,5 DAMAGED ORANGE BARRELS
17444197,2 LIGHT POLES
17444201,16 FT GUARDRAIL
17444202,BUILDING DAMAGE/BROKEN WINDOWS/
17444202,BROKEN EXERCISE EQUIP.
17444205,POWER LIGHT POLE (#3973722361465)
17444205,METAL FENCE AND POLES
17444222,CENTER POINT
17444245,FIRE HYDRANT
17444270,FIRE HYDRANT
17444275,2X CRANE WEIGHT
17444291,FENCE
17444292,BUILDING STRUCTURE
17444300,LIGHT POLE #3951058
17444310,TREE
17444315,STREET CROSS WALK SIGN
17444332,JERSEY BARRIER WALL
17444340,SHOPPING CART CORRAL CRUSHED
17444366,PILLER DAMAGE TO APARTMENT BUILDING #3
17444386,MAJOR DAMAGE TO THE FRONT OF SUITE #102
17444387,GUARD RAIL
17444401,LAMP POST
17444434,IH35 POLE AND SIGN ON W. NUGENT AVE
17444457,ENTRANCE CRASH BARRELS
17444515,DAMAGED FIRE HYDRANT
17444515,DAMAGED TREES AND SHRUBS
17444517,BRICK MAILBOX
17444542,LIGHT POLE
17444556,TELEPHONE POLE
17444561,BRICK SIGN DAMAGED
17444587,DAMAGE TO CHAIN LINK FENCE
17444602,LIGHT POLE  #3964909
17444605,50 FT CHAIN LNK FENCE
17444605,TREE
17444605,TELEPHONE POLE
17444605,ELECTRICAL BOX RIPPED OFF HOUSE
17444605,ELECTRICAL BOX ON HOME RIPPED OFF
17444613,SEVEN BRIDGE GUARDRAILS THAT WER DAMAGED
17444621,EXIT SIGN AND POLE
17444623,BENT GUARDRAIL
17444630,METAL SUPPORT POLE FOR BUSINESS SIGN
17444631,10 FEET GUARDRAIL DAMAGE.
17444662,BARREL
17444666,POLE TYPE FENCE
17444684,4 STRAND BARBWIRE FENCE
17444687,STOP SIGN
17444688,FENCE AND POST
17444826,JERSEY BARRIER WALL
17444870,BLK MAILBOX TO 131 OLD SA ROAD
17444927,MAILBOX $200
17444960,WATER RUNOFF / DRAIN COVER (CONCRETE)
17444990,SURFACE DAMAGE TO POWER POLE
17445009,BROKEN FENCE POST X2
17445016,DAMAGE TO BRICK WALL FOR THE APARTMENT
17445071,DAMAGED RESIDENTIAL FENCE
17445075,TREE
17445081,GAURD RAIL
17445083,LIGHT POLE
17445086,GUARD RAIL DAMAGE
17445096,ONE WAY STREET SIGN
17445100,ELECTRICAL POLE
17445104,YELLOW CONCRETE POLE
17445104,BRICK WALL
17445135,TREE
17445169,STOP SIGN
17445170,STORE FRONT DOOR AND WINDOWS
17445193,DIRECTIONAL SIGN FOR ENTRANCE RAMP
17445195,GUARD RAIL ATTENUATING DEVICE
17445196,SIGN
17445197,STOP SIGN
17445197,NORTH SECTION OF FENCE AND STORAGE SHED
17445199,CEMENT RETAINING WALL
17445217,CABLE BARRIER
17445224,STREET SIGN
17445224,TELEPHONE POLE
17445226,ROCK/MARBLE SLAB RETAINING WALL.
17445231,CHAIN LINK FENCE
17445234,GUARDRAIL ATTENUATING DEVICE
17445294,TREE
17445299,GUARD RAIL
17445329,UTILITY POLE
17445337,SPEED LIMIT SIGN (80)
17445352,BUSHES AND TREE
17445370,POWER POLE
17445370,FENCE
17445389,STOP SIGN
17445399,IRON BRIDGE STRUCTURE
17445410,"""LEFT LANE FOR PASSING ONLY"" SIGN"
17445427,STREET SIGN FOR DENNIS DRIVE
17445440,COLLAPSABLE BARRIER ENTERING TOLL LANES.
17445451,EXIT SIGN
17445469,METAL STREET LIGHT
17445502,DAMAGED STOP SIGN
17445517,GUARDRAIL
17445518,POWER POLE/METER
17445518,RESIDENTIAL STRUCTURE/WOODEN STAIRCASE
17445519,STREET SIGN
17445551,ROAD SIGN
17445579,MAIL BOX
17445582,ELECTRIC POLE
17445583,DRIVEWAY
17445583,DITCH
17445583,BUSHES
17445599,METAL WIRE FENCE
17445625,FIRE HYDRANT
17445635,GUARD RAIL TORN OFF POST 25 YARDS
17445648,DIRECTIONAL SIGN
17445652,STOP SIGN / STREET SIGN
17445655,TXDOT SIGN
17445659,LIGHT POLE
17445672,POWERLINE POLE
17445672,BARB WIRE FENCE
17445690,RAIL ROAD CROSSING SIGN
17445699,STOP SIGN
17445741,ROADWAY SIGN
17445741,TELEPHONE POLE STRUCK
17445756,MINOR CURB SCRAPING
17445760,GUARD RAIL
17445764,CABLE BARRIER
17445775,TONGUE IN CHEEK ICE CREAM
17445781,LANDSCAPING
17445781,SPRINKLER SYSTEM
17445785,GRAY FIRE HYDRANT #1095
17445788,DEAD COWS
17445789,DEAD COWS
17445790,FENCE
17445799,FRUITLESS MAULBERRY TREE & GRASS
17445812,GUARD RAIL
17445813,BLACK BULL
17445865,5 FEET OF CHAIN LINK FENCE
17445865,TELEPHONE POLE
17445872,ELECTRIC POLE
17445872,MAILBOX
17445883,PIPE FENCE
17445891,GUARD RAIL
17445892,DAMAGE TO FENCE
17445894,CABLE BARRIER
17445896,MAILBOX DAMAGE
17445902,25 FEET GUARDRAIL DAMAGE
17445904,UTILITY POLE WITH TRANSFORMER
17445909,CATTLE FENCE
17445931,"STOP & CROSS STREET SIGN, WALL DAMAGE"
17445953,MAIL BOX
17445956,DAMAGED FENCELINE
17445956,DAMAGED GUARDRAIL
17445957,BRICK MAILBOX
17445979,LIGHT POLE KNOCKED OFF FOUNDATION
17445983,BROKEN BARRELS
17445984,"LIGHT POLE- $5,000"
17445998,BRICK MAILBOX
17446001,GUARD RAIL DAMAGE
17446012,FEEDER RD WALL
17446021,GUARDRAIL
17446030,MAILBOX
17446032,GUARDRAIL DAMAGE
17446050,BUSHES/SHRUBS
17446060,CAR PORT
17446076,BUILDING DAMAGED
17446089,DAMAGED FENCE
17446092,MAILBOX
17446095,LIGHT POLE
17446100,DAMAGED GUARDRAIL
17446121,STOP SIGN
17446122,TOWN OF PROSPER POPULATION SIGN
17446128,YIELD SIGN
17446157,FIRE HYDRANT REMOVED FROM GROUND
17446157,2 CABLE LINES BROKEN
17446160,GUARDRAIL ATTENUATING DEVICE
17446173,CABLE BARRIER
17446229,RESIDENCE FENCE
17446240,CONCRETE PILAR (HIGHWAY LIGHT)
17446242,DAMAGED BUSINESS WALL
17446266,FENCE
17446271,YARD/FENCE/PLANTED TREES/SPRINKLER PIPE
17446294,FENCE
17446317,30 FEET OF BARBED WIRE FENCE DAMAGE
17446343,OUTSIDE STRUCTURE OF GARAGE AND WATERPIP
17446363,STOP SIGN AT US 59 AND SECOND ROAD
17446374,LIGHT POLE
17446391,FENCE POST / BEAM
17446396,TX DOT SIGHN
17446400,SIDE WALK LIGHT POLE PO663
17446404,FIRE HYDRANT
17446425,ONCOR LIGHT POLE #20
17446429,FIRE HYDRANT
17446469,"FENCE DAMAGE, PIPE FENCE,  BARBED WIRE"
17446513,FENCE
17446524,"""ONE WAY"" SIGN"
17446525,20FT GUARDRAIL DAMAGE
17446527,BENT PEDESTRIAN SIGNAL
17446528,DAMAGE TO THE EAST SIDE OF MOBILE HOME
17446531,BROKEN DECORATIVE STONE & RUTS ON GROUND
17446542,DAMAGE TO SEMI ATTACHED GARAGE & FENCE
17446545,GUARD RAIL AND STREET SIGN
17446554,FENCE
17446561,ROADWAY SIGN
17446584,TRAFFIC DEVICE POLE
17446584,MAILBOX DESTROYED
17446587,ROAD REFLECTOR
17446595,BUSHES
17446595,BUILDING
17446601,FOUR (4) COWS
17446635,NO PARKING SIGN
17446635,STOP SIGN
17446650,APPROXIMATELY 20' OF CHAIN LINK FENCE
17446666,METAL GUARD RAIL
17446724,POLE # 2278 399 11 7
17446727,GUARD POST
17446727,PORTABLE HOUSE
17446752,DAMAGED GUARDRAIL
17446756,TXPRESS BARRIER / GATE
17446791,CARTER BLOOD CARE
17446791,SALLY BEAUTY SUPPLY
17446793,GUY WIRE
17446793,STOP SIGN
17446800,STRUCTURAL DAMAGE TO THE HOME
17446805,VILANO BIKE (MOTORIZED)
17446859,DAMAGED SIGNAL LIGHT POLE
17446861,METAL GAS METER
17446865,LIGHT POLE
17446871,BUSHES/RETAINING WALL
17446879,LAMP POST
17446879,PARTIALLY BROKEN UTILITY POLE (#3788464)
17446881,GAURD RAIL
17446881,STREET SIGN
17446885,BROKEN STONE FACADE ON BRIDGE
17446886,DAMAGE TO GAURD RAILS
17446890,ELECTRIC POLE WITH WIRES
17446894,FENCE/MAILBOX
17446901,DAMAGE TO AIR PUMP
17446907,POLE DAMAGE
17446917,BLACK IRON FENCE
17446925,GUARD RAIL
17446926,WINDOW & WALL
17446943,GUARDRAIL
17446946,BUSINESS SIGN @ 1803 GRANDON DR
17446954,WIRE FENCE CUT (APPROXIMATELY 3 FEET)
17446959,THREE WOOD FENCE PANELS  KNOCKED DOWNED
17446959,MOVING ARM AT ZIPS CAR WASH
17446967,FRONT WALL OF DOLLAR GENERAL STORE
17446983,BROKEN COMMERCIAL BUSINESS WINDOW
17447004,CINDER BLOCK WALL (FENCE)
17447007,STOP SIGN
17447030,ROAD SIGN
17447037,CABLE MEDIAN
17447047,CHAINLINK FENCE
17447047,TREE
17447067,2 X LARGE TREES (DESTROYED)
17447069,STEEL FENCE OF STORAGE LOT
17447070,CONCRETE BARRIER
17447075,RAILROAD STOP ARMS
17447082,DAMAGE TO FENCE
17447084,YIELD SIGN
17447086,STOP SIGN
17447101,CULVERT
17447121,GUARDRAIL
17447133,RICE FIELD OIL SPILL
17447141,BARBED-WIRE FENCE
17447141,CURVE SIGN (WARNING SIGN)
17447142,HIGH GAME FENCE 7 FT
17447156,FENCE & POSTS
17447156,ELECTRICAL EQUIPMENT
17447160,TREE STRUCK AT THE 10700 BLOCK
17447161,ATTENUATOR
17447172,CURVE SIGN (WARNING SIGN)
17447178,COTTON FIELD AND PLANTS
17447193,BARBED WIRE FENCE
17447233,35 ROUTE SIGN
17447239,CEMENT WALL
17447253,GUY WIRE
17447279,FRONT RIGHT BUMPER BROKEN DAMAGE TO TIRE
17447279,"DRIVER SIDE BACK AND FRONT DAMAGED,"
17447282,WOODEN POLE DAMAGED/ BROKEN
17447282,METAL SIGN/ METAL POLE
17447300,POWER POLE (3767753/5313)
17447301,UTILITY POLE SCRAPE
17447310,GUARD RAIL
17447345,MAILBOX
17447347,ELECTRIC POLE
17447364,FENCE
17447372,FIRE HYDRANT
17447374,STOP SIGN
17447381,2 POLES WITH BANNER STEAL CABLE
17447382,AEP POLE (POLE# 46396344580467)
17447445,CONCRETE WALL
17447446,GARBAGE DUMPSTER
17447459,"CITY OWNED TREE, DOWNED BY COLLISION"
17447468,STOP SIGN
17447494,GUARD RAIL
17447496,FENCE T POST
17447506,GUARDRAIL DAMAGE
17447511,SIGNAL LIGHT POLE
17447514,LIVESTOCK FENCE
17447517,WIRE FENCE
17447522,BRICK MAILBOX
17447523,YIELD SIGN
17447530,ELECTRIC LIGHT POLE
17447552,CITY LIGHT POLE # 288051
17447572,COW
17447583,WOODEN FENCE
17447585,DELINEATOR POST AND CONCRETE CULVERT
17447585,WIRE FENCE
17447626,TELEPHONE POLE SPLIT IN HALF
17447658,BRICK MAILBOX
17447674,STOP SIGN BY MARTIN/PLUM ST
17447674,PLANTS AND PLANT BASE
17447686,CREPE MYRTLE TREE
17447711,MAILBOX
17447712,LIGHT POLE
17447713,BARBED WIRE FENCE
17447714,2 DECORATIVE  BUSHES DAMAGED
17447741,FIRE HYDRANT
17447741,LIGTH POLE # 622312
17447769,US POSTAL CENTRAL MAILBOX
17447774,WRONG WAY SIGN
17447799,COW
17447806,FENCE
17447806,GUARD RAILING
17447807,FENCE
17447824,BRICK MAILBOX
17447825,FENCE
17447828,PLASTIC FENCE
17447832,STOP SIGN AND STREET SIGNS
17447840,BARBED WIRE FENCE / CHAIN LINK FENCE
17447842,PIPE FENCE
17447849,CATCH BASIN(DRAINAGE SYSTEM)
17447852,GUARD RAIL
17447871,LIGHT POLE
17447873,STOP SIGN
17447901,TREE
17447901,TREE
17447901,MAILBOX AND POLE
17447901,MAILBOX AND POLE
17447921,GUARDRAIL / SIGN
17447931,ROAD SIGN
17447936,LIGHT POLE
17447942,GUARD RAIL
17447943,"UTILITY POLE  DAMAGE ESTIMATE $5,000.00"
17447945,LIGHT POLE IN THE MEDIAN 7400 STONEBROOK
17447968,BLACK IRON FENCE
17447972,TXDOT SIGN
17447980,GUARDRAIL 15 FEET
17447987,CHAIN LINK FENCE
17448008,FENCE
17448016,BUILDING
17448016,UTILITY POLE
17448027,DAMAGE ON AIR PUMP AND VEGITATION
17448043,WATER LOCKER FOR SPRINKLER SYSTEM
17448064,STOP SIGN
17448075,BUILDING
17448078,ROCK WALL
17448078,STOP SIGN AND LAMP POST.
17448104,STOP SIGN
17448110,"CONCRETE GAURDRAIL, BRIDGERAIL"
17448110,ASPHALT ROADWAY
17448121,WOODEN ELECTRIC POLE
17448129,CHAIN LINK FENCE/POSTS
17448143,STREET LIGHT POLE
17448163,GUARD RAIL DAMAGE
17448171,LARGE BLACK COW
17448182,APPROX. 40' OF 6' HIGH CHAIN LINK FENCE
17448202,LIGHT POLE
17448204,STANDARD MAILBOX
17448204,BRICK MAILBOX
17448205,CABLE BARRIER
17448213,CHAINLINK FENCE
17448226,FIRE HYDRANT
17448226,FENCE DAMAGE
17448231,PROPERTY FENCE DAMAGED NORTH SIDE
17448243,METAL FENCE
17448252,RETAINING WALL
17448268,BREAK AWAY LANE DIVIDERS
17448276,CONCRETE CULVERT
17448287,VEHICLE CHARGING CORD
17448288,TREE
17448317,CRASH ATTENUATOR
17448318,SIX HEAD OF CATTLE
17448326,CEMENT BARRIER
17448349,RETAINING WALL
17448372,MAILBOX
17448372,MAIL BOX
17448397,STONE WALL AND GARAGE DOOR OF APARTMENT
17448405,UNIT 1  E/B STRUCK RED BRICK MAIL BOX
17448409,SHRUBS
17448409,HOLIDAY DECORATION IN  YARD
17448432,PROPERTY FENCE DAMAGED
17448439,HARRIS COUNTY TURN SIGNAL
