Crash_ID,Damaged_Property
16948026,CENTER BARRIER
16948048,110 FEET OF 4 STRAND BARBED WIRE FENCE
16948048,15 MESQUITE POST
16948049,GAS LINE
16948049,CHRYSLER 300-DAMAGE TO RBQ
16948050,BROKEN STREET LIGHT POLE
16948050,DAMAGED GUARD RAIL
16948064,STREET SIGN
16948068,REBAR DAMAGE
16948079,WOODEN UTILITY POLE
16948093,INTERNATIONAL WATER LILLY SIGN $1000
16948093,AEP LIGHT POLE $5000
16948093,FENCE  $800 AND SHED $800
16948103,"STEEL GATE, PIPE CROSS BRACE, & FENCE"
16948117,PIPE FENCE
16948118,BOB WIRE FENCE
16948120,STREET LAMP
16948123,MAILBOX
16948131,NONE
16948138,"POWER LINES, TELEPHONE POLE"
16948140,DAMAGE TO SIDE OF HOME AND PRIVACY FENCE
16948142,CABLE BARRIER
16948143,COW
16948147,GUARD RAIL
16948150,GUARDRAIL
16948150,FENCE
16948162,ELECTRIC POLE
16948162,FENCE
16948164,BARBED WIRE FENCE
16948170,CHAIN LINK GATE
16948177,CONCRETE BARRIER
16948186,MAIL BOX
16948195,ORANGE CONSTRUCTION BARREL
16948196,HIGH FENCE
16948197,GUARD RAILING
16948199,METAL FENCE
16948199,ROAD SIGN
16948203,BUSINESS FENCE DAMAGED
16948215,STOP SIGN
16948239,GUARD RAIL
16948246,DAMAG TO BARRIER SURROUNDING KEY PAD
16948251,CATTLE FENCE
16948255,CONCRETE BARRIER
16948267,BARRIER CABLE
16948268,257 FEET OF 8FT HIGH FENCE
16948270,RAIL
16948274,AEP LIGHT POLE
16948278,STRUCK EASTERN-MOST RESIDENCE WALL.
16948299,DAMAGE TO APARTMENT BUILDING
16948302,ELECTRIC WIRE FENCE
16948330,TWO LUMINAIRE POLES & ROAD SIGN
16948332,UTILITY POWER POLE
16948332,BARBWIRE FENCE
16948336,ONCOR LIGHT POLE
16948337,GUARDRAIL
16948342,ELECTRIC METAL GATE
16948366,FENCE LINE
16948376,SPEED TRAILER
16948396,TACO LOCO SIGN
16948397,CONCRETE BRIDGE
16948409,LIGHT POLE WIRES
16948410,CENTER CABLE WITH POLES
16948410,GUARD RAIL
16948420,YIELD ROAD SIGN
16948422,CONCRETE BARRIER
16948424,UTILITY POLE
16948426,CONCRETE BARRIER
16948461,PEDESTRIAN SIGNAL
16948461,SIGNAL LIGHT
16948471,ELECTRONIC CONSTRUCTION SIGN ON TRAILER
16948474,CONCRETE BARRIER
16948477,CONCRETE BARRIER
16948482,LIGHT POLE
16948487,"METAL CHAIN FENCE, MOBILE HOME DAMAGE"
16948488,CENTER BARRIER WALL
16948494,CONCRETE WALL SCRAPES
16948501,20 FEET OF GUARDRAIL
16948510,TREE
16948517,LIGHT POLE
16948551,LIGHT POLE
16948554,STARBUCKS EXTERIOR WALL
16948558,STREET LIGHT POLE
16948576,BROKEN CORNER OF ROCK RETAINING WALL
16948578,BUSHES
16948582,LARGE METAL FENCE
16948587,WALL AND TIRE RACK
16948589,CEMENT POLE IN PARKING GARAGE
16948599,CONCRETE CULVERT
16948600,DOG
16948601,LARGE GREEN POWER BOX
16948601,METAL FENCE
16948613,50 FEET OF GUARDRAILING/WOOD POSTS
16948615,CENTER CABLE BARRIER
16948619,CONCRETE DIVIDER WALL
16948643,FIRE HYDRANT
16948654,CONCRETE BARRIER
16948660,LIGHT POLE
16948671,TELEPHONE POLE & BOX
16948671,POWER POLE
16948679,CULVERT
16948682,JERSEY BARRIER WALL
16948690,BROKEN POWER POLE
16948694,WOODEN BARRICADE
16948696,TELEPHONE POLE
16948700,HORSE
16948707,PULLED ELECTRIC WIRE OUT
16948712,TELEPHONE POLE BROKE IN HALF
16948712,14 FENCE POST
16948727,ROAD SIGN
16948727,FENCE LINE
16948735,HIGH FENCE/FIELD FENCE
16948742,POLE
16948745,GAS PUMP #9
16948746,WEST SIDE OF FILLING STATION CANOPY
16948748,LANDSCAPING
16948748,SCHOOL ZONE SIGN
16948761,CR 275 SIGN
16948764,FENCE
16948770,TREE
16948772,BRICK WALL ON SIDEWALK
16948783,WOOD LIGHT POLE
16948789,CENTER BARRIER CABLE
16948832,FENCE ALONG THE 900 BLK E HILDERBRAND
16948837,15 FEET OF GUARD RAIL AND 6 WOODEN POSTS
16948839,FENCE
16948839,UTILITY POLE
16948841,CONCRETE BARRIER
16948846,WALL AND DOOR
16948847,BARBED WIRE FENCE
16948848,LIGHT POLE
16948851,DAMAGED OUTLET CASING
16948857,SIGNAL LIGHT POLE
16948873,CONCRETE TRAFFIC BARRIER
16948888,TREE
16948899,STORAGE BUILDING DOOR AND ROOF
16948909,GUARD RAIL
16948916,8 FEET OF CONCRETE FENCE
16948918,WIRE FENCE
16948920,DAMAGED ROCK WALL TO RESIDENCE
16948937,FUEL PUMP #4
16948944,WIRE FENCE
16948949,POWER POLE
16948952,WIRE FENCE
16948960,SIGNAL LIGHT POLE
16948968,CABLE AND CEDAR POST FENCING
16948970,TRAILERS PROHIBITED SIGN
16948978,EST 100FT OF CHAINLINK FENCE AND POLES
16948984,CPS LIGHT POLE
16948989,SECURITY GATE KEYPAD AND POLE
16949003,TREE
16949023,ONE WAY STREET SIGN
16949024,GRASS IN YARD
16949024,DAMAGE TO CHAIN LINK/WALL
16949028,DAMAGE TO METAL GUARD RAIL AND PLANT
16949028,LEANED TELEPHONE POLE
16949037,GARAGE DOOR AND HOUSE
16949040,CHAIN LINKED FENCE
16949040,TELEPHONE WOODEN POLE
16949064,ELECTRICAL POST
16949064,GAS PIPE INDICATOR
16949064,LANDSCAPE ROCK WALL
16949074,INSIDE JERSEY BARRIER
16949076,PEDESTRIAN LIGHT TRAFFIC CONTR
16949083,TREE LIMB
16949084,TRAFFIC LIGHT
16949097,ROCK WALL DAMAGED
16949110,TREEE
16949111,METAL GAURD RAIL
16949114,FENCE
16949115,H BRACE & GATE
16949129,CROSSING WARNING
16949146,"METAL POLES, EXTERIOR BUILDING STRUCTURE"
16949156,52.8 FEET OF GUARDRAIL
16949174,2806 W SOUTHCROSS BLVD
16949188,MAILBOX
16949189,WOODEN UTILITY POLE BROKEN AT GROUND
16949200,15 FEET OF GUARD RAIL
16949203,TREES
16949210,CITY OF HOUSTON LIGHT POLE
16949225,MAIL BOX AND POST
16949225,CITY STREET SIGN (DON'T DUMP IN DALLAS)
16949241,LIGHT POLE ON SOUTH WEST SIDE
16949243,ITEMS INSIDE BLDG DAMAGED
16949243,BUILDING DAMAGED FROM VEHICLE  CRASH
16949265,DAMAGE TO MAILBOX AND CHAINLINK FENCE
16949281,PARTIAL DAMAGE TO FENCE AT LOCATION
16949289,DAMAGE TO BARBED WIRE FENCE
16949293,WOODEN POLE LEANING OVER
16949297,CHAIN LINK FENCE
16949306,SCUFFS TO OUTSIDE BARRIER WALL
16949328,GUARDRAIL
16949341,WOODEN UTILITY POLE
16949341,DAMAGED FENCE; 1700 BLK S US 281
16949343,"FIRE HYDRANT DAMAGED, WATER DRAINED"
16949369,"2011 RAZOR, 800 S (APP $3,400 IN DAMAGE)"
16949378,BRICK WALL
16949381,CHAINLINK FENCE
16949381,"HOUSE, PAINT FROM CHIMNEY"
16949391,CHAIN LINK FENCE
16949398,SECTION OF WOODEN FENCE/METAL POLES
16949405,DAMAGED FENCE
16949405,POWER POLE
16949412,CHAIN LINK FENCE
16949415,ABOUT 20 FEET OF GUARD RAIL DAMAGED
16949422,GUARD RAIL
16949423,LIFT GATE DAMAGE TO TRAILER TXLP: 088436
16949427,1 NATURAL GAS WARNING POLE & 1 CASING
16949427,CHAIN LINK FENCE DAMAGED
16949430,$50 DAMAGED MAILBOX
16949430,$100 DAMAGE TO MAILBOX
16949438,POWER POLE
16949449,PHONE CABLE BOX
16949456,WALL
16949461,CABLE BARRIER
16949480,EXTERIOR WALL OF DAYCARE
16949481,CONCRETE WALL
16949486,ELECTRICAL POLE
16949490,STATE ADVISORY SPEED LIMIT SIGN
16949493,STOP SIGN AND STREET SIGN
16949493,AT&T SITE BOX
16949494,20 FOOT OF FENCE
16949494,1- POWERLINE POLE.
16949512,ONE WOODEN BASED / ELECTRIC UTILITY POLE
16949530,"BLACK, PIPE AND WIRE FENCE"
16949531,"STOP SIGN, LOAD ZONE SIGN, STREET SIGN"
16949533,TXDOT HWY SIGN
16949533,"BUSHES, AND FLOWER BED, FRONT LAWN"
16949546,WOOD FENCE
16949546,TREE
16949554,BARBED WIRE FENCE
16949558,25 FT OF WOODEN FENCE
16949559,CONCRETE WALLS
16949566,20 FEET OF GUARD RAIL
16949573,TREE/YARD
16949592,IRON FENCE
16949596,"TRAFFIC DIRECTION SIGN, ONE WAY."
16949596,"MAIL BOX, TWO FABRIC SIGNS AND POSTS"
16949600,LIGHT POLE
16949609,CENTER MEDIAN CABLES BENT BY IMPACT
16949627,PLASTIC POLES
16949671,METAL FENCE DAMAGE
16949673,50 FEET OF CATTLE PANEL FENCE
16949678,IRON WROUGHT FENCE
16949680,RAIL ROAD LOW CROSSING SIGN
16949701,MESSAGE BOARD
16949710,STEEL FENCE
16949727,HIGHWAY GUARD RAIL
16949736,TWO LENNOX A/C UNITS
16949737,STOP SIGN
16949744,HIGHWAY WATER BARRIERS
16949746,FIXED OBJECT/CONCRETE GUARDRAIL
16949749,BROKEN WIRE FENCE
16949768,"GUARD RAIL,POSTS, CONCRETE EDGE, SIGN"
16949772,"WINDOW,DOOR,FRAMING,CONCRETE TRASH BIN"
16949772,"FEMALE T-TOPS, CLOTHING RACK"
16949779,GUARDRAIL AND BOLLARDS
16949784,EXIT GATE AND MOTORIZED CONTROL PANEL
16949786,GUARD RAIL
16949798,DOUBLE LEFT TURN SIGN
16949808,INSIDE GUARDRAIL
16949815,"EXTERIOR STONE WALL, TABLE CHAIRS, DECOR"
16949828,TELEPHONE POLE
16949837,TELEPHONE POLE
16949849,ROAD CLOSED SIGN WOODEN
16949850,STOP SIGN / STREET SIGN
16949854,40 FT CABLE IN MEDIAN
16949863,CABLE BARRIER
16949867,SCRAPES ON CONCRETE BARRIER
16949869,GUARDRAIL DAMAGE
16949872,FENCE
16949879,PERIMETER FENCE DAMAGE
16949879,PERIMETER FENCE DAMAGE
16949881,SIGNS WERE KNOCKED DOWN
16949887,IMPACT RAIL SYSTEM
16949892,8 FT OF CEMENT DRIVEWAY RAISED CURB
16949892,WOODEN POLE #260072-LW6040 (SPLINTERED)
16949904,CEMENT BARRIER - CRACKED
16949905,SCRAPED/CRACKED CONCRETE LIGHT POST
16949909,COW
16949910,SCUFF MARKS ON UTILITY PIPE
16949911,30 FT WOODEN ELECTRIC POLE
16949917,HOUSE
16949947,CITY OF AUSTIN WATER BARRIERS
16949950,TREE
16949984,STREET LIGHT POLE
16949985,FENCE
16949991,"CONCRETE WALL, FENCE"
16949996,POWER POLE WITH TRANSFORMERS
16950011,LIGHT POLE # 407905
16950012,TELEPHONE POLE #210268
16950018,ONW WAY SIGN KNOCKED DOWN FROM MEDIAN
16950019,BLK/YELLOW STRIPED CAUTION SIGN
16950031,FENCE
16950036,"DAMAGE TO CONSTRUCTION SITE, CONEX BOXES"
16950038,ELECTRIC POLE
16950042,WATER DRAIN GUTTER
16950044,PEDESTRIAN TRAFFIC LIGHT
16950045,GAURD RAIL
16950055,GAS METER
16950055,EXTERIOR WALL TO RESIDENCE
16950058,MAILBOX
16950081,"METAL POLE W/""NO U-TURN"" SIGN"
16950098,BARBED WIRE FENCE
16950099,BROKEN INTERNET LINE
16950099,BROKEN POWER LINES/POLE/LIGHT
16950107,PEDESTRIAN TRAFFIC CONTROL DEV
16950124,"DAMAGED LAWN, BUSHES, BRICK WALL"
16950132,25 FEET OF GUARDRAIL
16950132,FLASHING UTILITY POLE
16950136,POSSIBLY RETAINER WALL
16950159,ROAD SIGN
16950164,STREET LIGHT POLE
16950168,MAILBOX
16950168,FENCE
16950169,METAL FENCE
16950174,GUARD RAIL
16950175,POWER POLE
16950175,MAILBOX
16950177,HORSE
16950192,OLD BOUNDRY NET-WIRE & BARB-WIRE FENCE
16950192,STREET SIGN
16950223,GIITY OF GARLAND LIGHT POLE KNOCKED DOWN
16950226,STREET SIGNS
16950226,MAILBOX RACK
16950228,DAMAGE TO BARBED WIRE FENCE AND GATE
16950238,CHAIN LINK FENCE
16950261,LIGHT POLL
16950262,FENCE
16950264,ELECTRICITY POLE
16950269,SIGNAL LIGHT POLE
16950272,BUSINESS GATE
16950272,STREET LIGHT POLE
16950273,GREEN LIGHT POLE
16950275,STREET LIGHT POLE
16950281,METAL GUARD RAIL DAMAGE
16950316,PLASTIC BARRIERS
16950321,"ALUMINUM BARRICADE (X3), 1 LIGHT POLE"
16950364,FENCE/YARD
16950383,DO NOT ENTER SIGN
16950385,3 STEEL SUPPORTS FOR SAFETY LINES
16950410,GRASS
16950411,"""DO NOT ENTER"" STREET SIGN"
16950411,CHAIN LINK FENCE
16950416,GUARD RAIL.
16950418,METAL POLE STRUCK- NO VISIBLE DAMAGE
16950424,FENCE
16950431,2008 VOLKSWAGON 4 DOOR PASSENGER CAR
16950442,BARBED WIRE FENCE
16950447,SIGN
16950458,ENTIRE FRONT OF STORE (CM CLEANERS)
16950479,TRAFFIC SIGN AT THE 8300 BLK OF ROCKHILL
16950484,WOODEN TELEPHONE POLE  HIT---- NO DAMAGE
16950491,MAILBOX ON WOODEN POST DESTROYED
16950498,CABLE BARRIER AND POST
16950512,LIGHT POLE
16950529,UTILITY POLE
16950537,GUARD RAIL AND POSTS
16950539,GUARD RAILS
16950541,TRAFFIC DEVICE
16950543,9 STRAND BARBED WIRE FENCE
16950549,(2) ABOVE GROUND VENT PIPES
16950549,SEVERAL SRUB BUSHES
16950549,SMALL METAL FLAG POLE
16950549,(1)  WATER AND AIR MACHINE
16950549,(2) WATER SPRINKLER HEAD
16950555,ROADWAY SIDE BARRIER
16950559,TELEPHONE POLE (STRUCK NOT DAMAGED)
16950561,CEMENT BARRIER
16950562,"FENCELINE, WOOD, PRIVATE RESIDENCE"
16950586,POWER POLE 75 10E 131
16950591,STOP SIGN
16950595,GARAGE DOOR
16950603,TREE
16950603,CHAINLINK FENCE
16950603,GAS TANK LINE
16950605,PEDESTRIAN LIGHT
16950607,NONE
16950608,GAS METER
16950609,LIGHT POLE KNOCKED DOWN
16950639,LIGHT POLE
16950642,METAL GATE
16950655,METAL POLE ATTACHED TO A NO PARKING SIGN
16950680,EXTRUDER
16950690,LIGT POLE
16950695,METAL FENCE
16950695,METAL FENCE
16950724,"RED DUMPSTER, NO VALUE STATED AT SCENE"
16950735,CATTLE FENCE
16950752,DAMAGE TO A FENCE
16950753,DAMAGE TO BUSHES
16950754,ROCK WALL
16950758,MINOR DAMAGE TO GUARDRAIL
16950760,90 FEET CHAIN LINK FENCE AND FENCE POLES
16950762,PRIVATE PARKING LOT LIGHT POLE
16950764,MAILBOX
16950767,CONCRETE DRAINANGE DITCH
16950768,BARBED WIRE FENCE
16950768,ROAD SIGN
16950777,BRICK AND IRON FENCE
16950793,GUARDRAIL
16950800,TRAFFIC LIGHT POLE
16950804,MAILBOX
16950811,AEP LIGHT POLE 246145
16950811,BUILDING
16950827,ELECTRICAL POLE
16950831,STREET SIGN (NO PARKING ANYTIME)
16950836,APPROXIMATELY 10 FOOT OF METAL FENCING
16950873,LIGHT POLE #25
16950881,15 T-POSTS AND APPROX 200FT BARB WIRE..
16950884,TWO TREES KNOCKED DOWN
16950889,METAL PIPE FENCE AND GATE
16950895,WOOD FENCE
16950895,GUARD RAIL
16950896,WOODEN FENCE WAS DAMAGED ON CORNER
16950905,GUY WIRE AND ELECTRIC LINE DAMAGE
16950905,METAL FENCE AND LANDSCAPING
16950917,RESIDENTIAL STREET SIGN POLE
16950923,DAMAGED BUSHES
16950937,100  FT OF GUARDRAIL
16950943,TELEPHONE POLE
16950975,TREE
16950977,DAMAGED ELECTRIC POLE
16950977,DAMAGED FENCE LINE
16950981,ROAD SIGN
16950981,FENCE
16950983,FENCE
16951009,FENCE AND BUILDING
16951038,SIGN
16951050,FIRE HYDRANT #166085
16951052,FENCE
16951054,FENCE
16951060,SIDE REFLECTOR
16951072,1X VIA ROADWAY SIGN
16951087,WIRE MEDIAN DIVIDER
16951088,STOP SIGN KNOCKED DOWN
16951099,CONCRETE TXDOT EXIT WALL
16951109,METAL POLE OF A ROAD SIGN
16951110,LIGHT POLE
16951115,ROADWAY SIGN
16951128,SECURITY GATE
16951151,BRIDGE- GUARD RAIL DAMAGE
16951160,EXIT SIGN
16951174,FENCE DAMAGE
16951175,WOODEN UTILLITY POLE DAMAGED
16951176,FENCE DAMAGE
16951179,FENCE BARRICADE
16951193,15 YARDS OF GUARDRAIL / 5 POST
16951195,GUARDRAIL
16951198,FENCE
16951206,POWER POLE
16951210,BRICK MAIL BOX
16951210,GUARD RAIL
16951213,BUS SIGN AND CEMENT BENCH
16951213,STREET SIGN
16951217,SPEED LIMIT SIGN (40)
16951221,CROSSWALK SIGNAL POLE
16951228,WOODEN UTILITY POLE
16951248,BICYCLE
16951249,FENCE
16951253,TELEPHONE POLE
16951258,BUILDING-NO DAMAGE-STRUCK EAST SIDE
16951262,GUARD RAIL
16951280,1 EXTRUDER TERMINAL
16951280,15 FT OF GUARD FENCE
16951280,4 WOOD POLES
16951288,20 FEET METAL GUARDRAIL
16951295,KEY PAD
16951295,GATE FENCING
16951299,LIGHT POST
16951302,ELECTRICITY POLE
16951304,LIGHT POLE
16951313,FOUR WHEELER
16951318,DAMAGE TO BUILDING
16951329,DAMAGED PLASTIC BARRIERS
16951329,SHRUBS AND LANDSCAPING
16951329,DAMAGED WALL
16951331,30 FEET  OF WIRE
16951331,WOODEN POLE
16951352,PALM TREE
16951364,WATER PIPE LINE
16951378,CAT 374 DL UNIT # 158
16951383,JERSEY BARRIER WALL
16951392,APPROX 10 FT OF A 4 FT ROCK WALL.
16951397,"TREE, FENCE AND AWNING"
16951406,GUARDRAIL
16951419,CONCRETE DIVIDER WALL $0.00
16951438,DAMAGE TO UTILITY ANCHOR POLE
16951440,POWER LINES
16951449,DAMAGED CHAIN LINK FENCE
16951452,DAMAGED SHOPPING CART CARRAL
16951454,CEMENT BARRIER
16951455,ELECTRICAL POLE
16951477,SLIGHT DAMAGE TO TRAFFIC LIGHT POLE
16951480,DAMAGED CHAIN LINK FENCE AND GATES.
16951492,BRIDGE(JUDGE ALFRED HERNANDEZ TUNNEL)
16951499,METAL GUARDRAIL
16951513,LIGHTPOST
16951514,WALL
16951524,NO LEFT TURN SIGN
16951525,FIRE HYDRANT HIT AND MOVED OFF ITS BASE
16951526,CONCRETE DIVIDER
16951530,STREET POLE TAKEN DOWN
16951538,CITY STOP SIGN
16951558,WALL OF GARAGE ON REAR OF PROPERTYEVIN
16951576,STREET SIGN (ONE WAY)
16951576,LIGHT POLE
16951586,APPROX 20 FEET CHAIN LINK FENCE
16951586,EAST SIDE OF HOME AT 302 CONTINENTAL AVE
16951609,40' GUARDRAIL DAMAGED
16951638,POWER POLE
16951638,FENCE
16951650,JERSEY BARRIER
16951660,LIGHT POLE #3959741
16951660,GUARD RAIL
16951680,TELEPHONE CABLE
16951680,FENCE
16951697,CENTER TURN LANE SIGN
16951697,50FT OF GUARDRAIL (S US 183)
16951699,"ELECTRICAL POLE, APROX $10,000 OF DAMAGE"
16951705,LIGHT POLE
16951717,10 FT GUARD RAIL DAMAGE
16951735,10 FT ROCK WALL DAMAGE
16951751,APPROXIMATELY 100' OF BARBED WIRE FENCE
16951755,FENCE KNOCKED DOWN
16951755,FENCE KNOCKED DOWN
16951788,GAS METER
16951791,STREET LIGHT
16951796,LEFT FRONT CORNER OF BRICK HOUSE
16951806,GUARD RAIL
16951811,SCUFF/SCRAPES TO OUTER BARRIER
16951824,WIRE FENCE AT BRIDGE PLAZA
16951826,TREE
16951826,BARBWIRE FENCE
16951835,CAR PORT FOR VEHICLES
16951837,WOOD AND PLASTIC BOX
16951843,50 MPH SPEED ZONE SIGN
16951857,RIGHT LANE MUST TURN SIGN
16951857,LIGHT POST #210624
16951882,MAN HOLE COVER
16951882,STREET SIGN
16951892,SIDE WALK TREE
16951895,TRAFFIC SIGN
16951900,HOG WIRE FENCE AND T-POSTS
16951911,CABLE BARRIER IN MEDIAN EB ALONG I-30
16951913,SIGNAL LIGHT POLE
16951915,ROCK WALL AND RESIDENCE DAMAGE
16951927,STREET NAME SIGNS AND STOP SIGN
16951928,DAMAGED FENCE LINE
16951930,SPEED LIMIT/DIRECTIONAL ARROW SIGN
16951937,RIGHT CONCRETE WALL
16951938,GUARDRAIL DAMAGE
16951940,ELECTRIC POLE
16951959,STOP SIGN
16951959,FENCE LINE
16951959,CONCRETE BENCH
16951961,FENCE
16951965,GUARD RAIL
16951971,FIRE HYDRANT
16951971,LIGHT POLE
16951971,GUY WIRES
16951977,CRASH ATTENUATOR
16951993,GARAGE DOOR
16951998,SIGNAL LIGHT
16952000,40 FT BARBED WIRE FENCE
16952010,ELECTRIC POLE
16952013,150 FEET OF CABLE BARRIER & POST DAMAGE
16952019,TXDOT STREET SIGN
16952021,METAL BARRIER COLLAPSED.
16952023,METAL FENCE
16952031,POWER POLE
16952032,FENCE
16952032,FENCE
16952032,MAILBOX
16952032,GAS METER
16952033,SILVER STEEL LIGHT POLE
16952045,LIGHT POLE
16952057,MAIL BOX
16952057,MAILBOX
16952057,MAIL BOX
16952062,MAILBOX
16952067,TREE
16952083,NO PARKING SIGN
16952092,BACK TIRE OF A MOUNTAIN BIKE WAS BENT.
16952095,55 FOOT CLASS 2 UTILITY POWER POLE
16952106,GUARD RAIL
16952121,TREE
16952126,LIGHT POLE 21783622749
16952148,FENCE AND FENCE POLE DAMAGED
16952148,PHONE UTILITY BOX
16952168,METAL CAR PORT AND SUPPORT POLE
16952205,FLOWER BED
16952207,RANCH FENCE MINOR DAMAGE
16952209,MAILBOX
16952213,FENCE
16952222,LARGE TREE KNOCKED OVER/HEAVILY DAMAGED
16952227,FENCE PANEL
16952237,CENTER BARRIER DENTED
16952241,FENCE
16952242,TRASH BIN ENCLOSURE
16952251,FENCING AND DUMPSTER
16952254,GUARD RAIL
16952261,FENCE
16952261,SIGN
16952263,ROAD SIGN
16952263,MAILBOX
16952270,POLE
16952270,GUARDRAIL VEHICLE CRASHED IT
16952279,ROD IRON GATE AND FENCE
16952283,WOOD AWNING
16952286,DAMAGE BARRIER DIVIDER
16952287,HIGHWAY SIGNS AND SUPPORTS
16952295,STREET LIGHT
16952295,LEFT TURN SIGNAL LIGHT
16952302,CONCRETE MAIL BOX
16952319,FENCE
16952356,DAMAGED SHRUBS
16952358,50 FEET OF RESIDENTIAL CHAIN LINK FENCE.
16952358,FIRE HYDRANT BROKEN OFF THE MAIN PIPE
16952360,SIGNAL LIGHT KNOCKED OVER
16952363,FENCE AND SHED DAMAGE TO RESIDENTIAL ADD
16952369,STOP SIGN
16952392,"IRON FENCE, YARD AND CAR PORT."
16952400,STOP SIGN
16952406,BRICK MAILBOX
16952407,DAMAGED CHAIN LINK FENCE
16952423,GARAGE DOOR
16952431,LIGHT POLE
16952433,UTILITY POLE
16952458,HIGHWAY SIGN WAS DAMAGED
16952473,CENTER BARRIER WALL
16952480,RESIDENTIAL AND FENCE DAMAGE
16952511,TREES
16952519,BRICK WALL
16952521,AT&T GROUND LINE POLE #15093
16952522,HIGHWAY RETAINING WALL
16952524,DENTED TOP TRIM PIECE TO GAS PUMP
16952575,REAR HATCH AND BUMPER DAMAGE
16952575,MAJOR FRONT DAMAGE
16952579,1-BLACK COW
16952593,CABLE BARRIER
16952603,MAIL BOX
16952603,AT&T TELEPHONE HUB
16952612,INJURED COW
16952619,CONTROL BOX TO THE TRAFFIC LIGHTS
16952646,STOP SIGN
16952656,FENCE AND TEE POSTS
16952665,ROAD SIGN
16952685,MAILBOX
16952690,FENCE POSTS AND BARB WIRE FENCE DAMAGED
16952693,WOOD LIGHT POLE #221004
16952696,BARRIAADE WOOD AND STEEL  (SAFETY BARRIC
16952725,ACTOR VEHICLE STRUCK BUILDING
16952734,ROD IRON FENCE
16952739,CROSSWALK ACTIVATION POST
16952753,GUARD RAIL
16952769,12 FEET GUARD RAIL DAMAGE
16952784,CONCRETE PILLAR UNDER FWY/ NOT DAMAGED
16952801,WOODEN FENCE
16952815,"DAMAGE TO FENCE, FENCEPOST AND GUARDRAIL"
16952817,GUARD RAIL (ONE WOODEN SUPPORT BEAM)
16952826,TREE
16952827,"SILVER BALLARD APRX VALUE OF 3,000.00"
16952839,UTILITY POLE
16952843,MAIL BOX
16952846,METAL PIPE FENCE
16952849,STONE MAILBOX
16952850,FENCE
16952853,CEDAR TREES RUN OVER AND BURNED
16952854,LIGHT POLE
16952859,WOODEN FENCE
16952863,UTILITY POLE
16952869,TREE
16952874,CONCRETE BARRIER
16952874,TREE
16952880,DAMAGE TO GUARDRAIL ON 3100 GATEWAY WEST
16952888,TXDOT BARREL
16952896,SIGNAL LIGHT POLE
16952898,ROCK WALL
16952906,TREE
16952911,UNKNOWN BRAND A/C UNIT / FLOWER BED
16952920,LIGHT POLE #268
16952930,DAMAGED STOP SIGN
16952951,TRAFFIC LIGHT POLE
16952989,LARGE BILLBOARD STYLE SIGN APPROX 8F X8F
16952991,MAILBOX
16952991,MAILBOX
16952991,MAILBOX
16952993,CONCRETE BARRIER
16952995,DO NOT ENTER SIGN
16952996,DESTROYED LANDSCAPING
16953002,60 FT IRON FENCE AND GATE +LANDSCAPING
16953002,GRASS AND LANDSCAPING
16953003,DAMAGED GUARD RAIL
16953006,AT&T LIGHT POLE
16953007,WALL BARRIER ON FWY
16953012,KEEP RIGHT SIGN
16953013,S.B. 287 BYPASS FM 813 EXIT SIGN
16953013,ONE WAY SIGN
16953016,BRICK MAIL BOX
16953020,DAMAGED GUARD RAIL
16953029,BRICK PILLAR IN FRONT OF BUISNESS
16953046,GUARD RAIL
16953050,LIGHT POLE
16953068,LIGHT POLE
16953070,GUARD RAIL
16953072,SIGNAL LIGHT POLE
16953078,ROCK WALL FENCE
16953084,WATER PIPE
16953095,SIGN AND SIDE OF BUILDING
16953106,TREE IN FRONT YARD
16953112,GAS STATION SIGN
16953119,BROKEN WOOD FENCE POSTS
16953122,SAFETY CABLE
16953152,25' GUARDRAIL
16953153,STOP SIGN
16953153,POWER POLE
16953157,STATE ROAD SIGN
16953162,WIRED FENCE (R4221) CR-381
16953167,WOOD POST AND CABLE WIRES DOWN
16953175,FENCE AND FENCE POST
16953183,NO PARKING SIGN KNOCKED DOWN
16953189,DAMAGE TO A BUSINESS BANNER SIGN
16953191,UTILITY WIRES
16953191,UTILITY WIRES/POLES
16953193,100 FT FENCE LINE
16953196,CONCRETE DRIVEWAY
16953210,TREE
16953216,UTILITY POLE
16953216,MAILBOX
16953216,CABLE BOX
16953235,LANDSCAPE BUSHES / FRONT YARD
16953244,BRICK MAILBOX
16953247,LIGHT POLE
16953250,CITY OWNED STREET SIGN
16953252,STREET LIGHT
16953258,ROCK WALL
16953268,WOODEN FENCE/STORAGE BUILDING
16953279,TXDOT HIGHWAY SIGN
16953301,MAILBOX
16953303,CEMENT CURVE BROKEN
16953304,MAIL BOX
16953342,LANDSCAPING
16953342,FENCE
16953342,FENCE
16953342,MAILBOX
16953343,CHAIN LINK FENCE
16953344,STREET SIGN
16953356,TELEPHONE POLE
16953357,POWER POLE
16953375,GUARD RAIL
16953379,GUARD RAIL
16953391,POWER POLE
16953394,MAILBOX AND POLE
16953398,RANCH FENCE POLE/WIRE
16953400,LARGE STONE USED FOR ADDRESS
16953402,POLE #31918984658
16953402,POLE #31918983852
16953405,GUARD RAIL DAMAGE
16953440,GUARD RAIL
16953441,TELEPHONE POLE
16953444,20 FEET BARBED WIRE FENCE
16953450,FENCE
16953454,CABLE BARRIER
16953462,CENTER GUARD RAIL - 100 FT
