Crash_ID,Damaged_Property
16828185,BARBED WIRE FENCE
16828194,TRAFFIC CONTROL SIGN  BLINKING RED LIGHT
16828205,DITCH
16828208,GUARD RAIL DAMAGE
16828216,DAMAGED UTILITY POLE
16828221,CABLE BARRIER
16828222,30-40 FEET GUARDRAIL DAMAGE
16828230,CABLE BARRIER
16828238,LIGHT POLE
16828267,STREET SIGN
16828269,WOODEN UTILITY POLE
16828275,BARRIER
16828284,SIGN
16828293,ATMOS GAS METER
16828316,"2 T-POST, 2 STRANDS BARB WIRE, FENCE"
16828323,GUARDRAIL DAMAGE
16828336,MAIL BOX
16828358,IH 35 OVER PASS PILLAR
16828358,CURB SUSTAINING PILLARS
16828361,DOS MARIAS TACO TRUCK
16828370,BRICK MAILBOX
16828375,GUARD RAIL
16828384,GUARD RAIL
16828404,CEMENT BARRIER
16828412,CABLE BARRIER
16828423,BARBEDWIRE FENCE
16828428,SWEPCO UNITLITY POLE # F89988
16828447,US 77 SIGN
16828469,POWER LINE POLE
16828469,BRICK WALL
16828540,FENCE DAMAGE
16828645,STOP SIGN
16828669,CHAIN LINK FENCE
16828771,BRIDGE GUARDRAIL
16828844,329 EXIT SIGN
16828848,LIGHT POLE
16828854,ARROW SIGN
16828874,BARBED WIRE FENCE
16828885,ROAD SIGN
16828885,FENCE
16828894,RETAINING WALL - CULVERT
16828913,STOP SIGN
16828917,50 FT OF GUARD RAIL DAMAGE
16828926,FENCE
16828949,100 FEET BARBED WIRE FENCE
16828952,STOP SIGN KNOCKED DOWN
16828988,GUARDRAIL
16829008,GUARD RAIL AND CABLE SAFETY BARRIER
16829013,BARBED WIRE FENCE
16829014,GUARD RAIL AND POSTS
16829022,GUARDRAIL
16829025,SCUFFS TO CENTER CONCRETE BARRIER
16829027,GUARDRAIL
16829030,GUARDRAIL / CENTER CABLE DIVIDER
16829033,CONCRETE BARRIER
16829041,GUARDRAIL AND WOODEN POSTS.
16829060,FENCE / POST
16829060,CULVERT / DRAINAGE CONCRETE
16829063,GUARDRAIL
16829071,WESTBOUND GUARDRAIL
16829110,BRIDGE GUARDRAIL
16829134,BRIDGE GUARDRAIL
16829140,GUARDRAIL AND POSTS DESTROYED
16829151,BARBED WIRE FENCE THAT FACES US 183. A
16829194,TWO YIELD SIGNS
16829201,GUARDRAIL DAMAGE
16829216,CONCRETE BARRIER
16829224,FIRE HYDRANT
16829229,50' GUARD RAIL
16829229,8 WOODEN GUARD RAIL POSTS
16829229,GUARD RAIL END CAP
16829260,JERSEY BARRIER DAMAGE
16829281,POWER POLE
16829370,BARRIER CABLE
16829374,GUARDRAIL
16829382,CABLE BARRIER
16829391,6 POSTS AND METAL OPENING OF FENCE
16829418,FIRE HYDRANT
16829419,ELECTRICAL POLE
16829425,GUARDRAIL
16829437,DAMAGED STOP SIGN
16829443,CABLE BARRIER SYSTEM
16829470,CONCRETE DRIVEWAY CULVERT
16829478,GUARDRAIL DAMAGE
16829485,UTILITY LIGHT POLE
16829487,CABLE BARRIER
16829488,GUARD RAIL W/POSTS (8)
16829497,BUSINESS SIGN
16829501,GUARDRAIL
16829509,DAMAGED FENCE
16829515,8FT SCRATCHES  CENTER MEDIAN
16829523,AT&T POLE DAMAGED
16829530,"MAILBOX KNOCKED DOWN, DRIVEWAY RUTTED UP"
16829558,CURB DAMAGED
16829566,LIGHT POLE
16829569,BARBWIRE FENCE
16829574,GUARDRAIL
16829609,CONCRETE BARRIER
16829609,GUARDRAIL
16829618,TREE
16829619,DAMAGED SIGN
16829625,WOODEN ELECTRICAL POLE
16829654,GUARDRAIL DAMAGE
16829658,LANDSCAPING & PARKING LOT OVERHEAD LIGHT
16829664,SERVICE ROAD GUARDRAIL
16829690,GUARD RAIL
16829695,TRASH CAN
16829695,"LANDSCAPE, TREE & SCRUBS"
16829695,MAILBOX
16829704,PIPE/BARB WIRE FENCE
16829706,CONCRETE DIVIDER
16829727,HANDICAPE POLE
16829730,BARBWIRE FENCE
16829739,FENCE
16829772,GAURD RAIL
16829872,FENCE
16829877,FENCE
16829880,12 CABLE POSTS KNOCKED OVER
16829882,WROUGHT IRON FENCE
16829882,WOOD UTILITY LIGHT POLE
16829883,CENTER CABLE SUPPORT POST
16829884,SPECTRUM POLE
16829886,FENCE AND YARD
16829898,LANDSCAPE & SCRUBS
16829907,GUARD RAIL
16829937,CABLE BARRIER
16829938,TXDOT SIGN
16829940,"GUARDRAIL, EXIT SIGN"
16829945,TRAFFIC LIGHT
16829951,MAILBOX
16829964,TWENTY FEET GAURDRAIL DAMAGED
16829974,GUARD RAIL
16829984,BARBWIRE FENCE/FENCE POSTS DAMAGED
16829989,DAMAGED CRAPE MYRTLE IN GRASS MEDIAN
16829995,DAMAGED EXIT 294 SIGN
16830000,ROADWAY SIGNS (3) AND ROADWAY POLES
16830015,JERSEY BARRIER
16830016,PERGOLA AND WALL
16830042,BARBED WIRE FENCE
16830046,CONCRETE BARRIER AROUND A PARKING LOT
16830057,DOWNED IRON FENCE
16830083,MANHOLE COVER
16830090,RADAR BOARD MONITOR
16830111,CONCRETE BARRIER
16830162,MILE POST SIGN
16830167,BARBED WIRE FENCE
16830187,GURADRAIL
16830191,TXDOT ROAD SIGN
16830196,CONCRETE BARRIER
16830260,FLOWER BED
16830262,DAMAGE TO TREE AND GRASS
16830265,40 FEET DAMAGE TO METAL GUARDRAIL
16830285,STREET & STOP SIGN
16830301,APPROXIMATELY150 FEET OF DAMAGED  FENCE.
16830371,GUARD RAILING 35' (RIGHT SIDE OF CURVE)
16830379,ELECTRIC POLE
16830379,CURB
16830380,SWEPCO POLE
16830394,LIGHT POLE
16830398,WOODEN UTILITY POLE
16830399,POWER POLE
16830403,CENTER MEDIAN CABLE BARRIER
16830405,ABOUT 30 FEET OF WOOD AND METAL BARRIER
16830420,25 FT OF GUARDRAIL DAMAGE
16830426,TWO HEAD STONES
16830426,WIRE FENCE
16830461,"HOUSE, GARAGE DOOR, GAS & WATER LINES"
16830482,CENTER MEDIAN GUIDE WIRE AND STEEL POST
16830495,CAUTION BARRICADE
16830495,CHAIN LINK FENCE
16830521,WROUGHT IRON FENCE
16830525,LIGHT POLE
16830540,SIGN
16830560,50FT OF BARB WIRE AND PANEL FENCE DAMAGE
16830564,"LANDSCAPING SHRUBS, TREE"
16830586,MEDIAN DAMAGE/LARGE RUTS
16830668,TRAFFIC SIGN (LEFT TURN ONLY SIGN)
16830669,"BARBED WIRE FENCE AND FENCE POSTS, TREE"
16830682,100FT CHAIN LINK FENCE
16830682,WOOD LIGHT POLE
16830684,ROAD SIGN KNOCKED DOWN
16830710,SIGN KNOCKED OVER
16830711,ELECTRIC POLE
16830723,FIRE HYDRANT WAS HIT AND BROKE THE BASE.
16830727,LIGHT POLE
16830729,TXDOT ADOPT-A-HIGHWAY SIGN
16830735,FENCE
16830736,DAMAGE TO FENCE AND DAMAGE TO TRASH CAN.
16830758,DAMAGE TO DOORS/ BUILDING STRUCTURE
16830770,MODERATE DAMAGE TO RESIDENCE AND CARPORT
16830790,MAILBOX DAMAGED
16830790,MAILBOX UPROOTED AND DESTROYED
16830790,MAILBOX DAMAGED
16830790,BRICK MAILBOX STRUCTURE DESTROYED
16830792,DAMAGE TO CURB AND MINOR DAMAGE TO LIGHT
16830806,GUARD RAIL
16830818,MAILBOX
16830825,CONCRETE WALL
16830827,9 ELEMENT ABSORBER/RDWAYCONSTR BARRICADE
16830830,DAMAGE TO RED PIPE FENCE
16830834,METAL POLE DAMAGE
16830835,FENCE DAMAGE
16830840,TREE AND SHRUBS
16830851,GUARDRAIL DAMAGE
16830857,RAIL ROAD TRACKS
16830865,CABLE BARRIER
16830878,CULVERT
16830881,METAL FENCE
16830889,GUARDRAIL
16830895,UTILITY LIGHT POLE
16830898,"VIA BUS STOP/ BENCH, SIGN CAR PORT-SHELT"
16830907,DO NOT ENTER ROAD SIGN
16830907,LANDSCAPING
16830920,DAMAGED FIRE HYDRANT
16830923,BROKEN TREES/SHRUBBERY
16830936,GUARDRAIL
16830945,CITY OF GRAND PRAIRIE LANDSCAPING
16830946,SPEED LIMIT SIGN/POLE
16830967,CABLE GUARD RAIL
16830968,GUARDRAIL
16830975,WOODEN POLE AND CABLE
16830983,CENTER MEDIAN METAL POST X3
16830984,LIGHT POLE M02
16830989,GUARD FENCE
16830994,ELECTRIC POLE
16830997,FIRE HYDRANT
16830998,PRIVATE STREET LIGHT DAMAGED ON IMPACT
16831008,CENTER CABLE APPROXIMENTLY 50 FEET
16831025,CONCRETE CULVERT AND DRIVEWAY
16831036,LIGHT POLE
16831042,GUARDRAIL
16831045,GUARD FENCE
16831048,HIGHWAY TREE
16831063,DAMAGE TO THE BLOCK AROUND GARAGE DOOR
16831071,DAMAGE TO CASH STORE EXTERIOR
16831071,DAMAGE TO LANDSCAPING
16831129,BRICK MAILBOX
16831129,METAL MAILBOX
16831129,CHAINLINK FENCE AND PALM TREE
16831132,METAL FENCE/GATE
16831140,RUTS IN THE DITCH
16831142,GUARDRAIL DAMAGE
16831143,YIELD SIGN
16831148,CHAIN LINK FENCE
16831153,VERIZON ELECTRICAL BOX
16831155,27 PILLARS OF CABLE GUARDRAIL
16831161,20 FT GUARDRAIL
16831181,STOP SIGN
16831182,GUARDRAIL
16831191,COUNTY ROAD SIGN 1196
16831205,BRIDGE GUARD RAIL
16831228,TWO (2) CEDAR POLES
16831232,ELECTRICITY POLE
16831234,BUILDING/APARTMENT DAMAGE
16831234,PERSONAL PROPERTY
16831236,ALUMINUM MAILBOX
16831236,AEP ELECTRIC WOODEN POLE
16831249,GUARD RAIL
16831265,BARBED WIRE FENCE
16831279,FREEWAY DIVIDER
16831280,2 TREES
16831282,FENCE
16831295,TREE IN FRONT YARD
16831300,LIGHT POLE
16831349,DAMAGED MAIL BOX
16831354,CONCRETE BARRIER
16831360,ELECTRIC POLE
16831360,FIRE HYDRANT
16831364,FENCE
16831367,MAIL BOX AND FENCE
16831381,UTILITY POLE #74266
16831385,FENCE
16831385,POWER POLE
16831394,ADVERTISEMENT BRICK SIGN - RENAISSANCE
16831396,STOP SIGN
16831409,BARBED WIRE FENCE
16831427,TRAFFIC SIGNAL BOX
16831428,SHRUB
16831430,METAL GUARD RAIL AND 5 WOOD POST
16831448,CENTER GUID CABLE
16831475,UTILITY POLE
16831479,20FT FENCE
16831480,HIGH GAME FENCE
16831481,ELECTRICAL POLE
16831490,GUARD RAIL
16831502,GUARD RAIL
16831505,RIGHT GUARDRAIL STRUCK
16831508,FENCE
16831524,10 FEET OF GAURDRAIL DAMAGE
16831549,FENCE
16831567,CENTER MEDIAN WALL- SCUFFED
16831582,STOP SIGN DOWN
16831586,LIGHT POLE
16831587,MAIL BOX AND FENCE
16831591,STREET SIGN
16831599,FENCE
16831610,MARQUEE LIGHTED CONSTRUCTION SIGN
16831611,METAL LIGHT POLE
16831638,FENCE
16831646,GUARD RAIL
16831648,1 MEDIAN BARRIER CABLE
16831648,2 MEDIAN CABLE BARRIER SUPPORT POLES
16831654,BARB WIRE FENCE
16831658,TREE
16831658,LIGHT POLE
16831671,MAIL BOX X2
16831680,"MAIL BOX, TREES, SHRUBBS, GRASS ON THE Y"
16831688,PLASTIC BARRIER
16831691,FENCE SECTION KNOCKED OUT
16831693,SIX LARGE YELLOW SAND BARRELS
16831696,"LANDCAPE, YARD"
16831704,CABLE BARRIER
16831705,STREET SIGN / STOP SIGN
16831710,"2012 TR320 LOADER, SERIAL #NCM440640"
16831729,FIRE HYDRANT G10572
16831731,GUARDRAIL - ~ 30 FT
16831744,BRICK MAIL BOX
16831793,STREET SIGN/STOP SIGN
16831804,DAMAGE TO LANDSCAPING & IRRIGATION LINES
16831812,FIRE HYDRANT BROKEN OFF FROM GROUND
16831813,GUARDRAIL
16831816,LIGHT POLE #406174
16831828,DAMAGE TO SIDE OF HOME
16831832,GUARD RAIL
16831834,BARBED WIRE FENCE AND POSTS
16831851,40 FT OF CHAIN LINK FENCE
16831851,4' X4' ATTACHED STORAGE
16831867,GUARD RAIL 9FT
16831869,HOUSE LOCATED AT 5509 HAROLD CT
16831871,CENTER CABLE DIVIDER & 10 POSTS
16831876,GUARDRAIL
16831888,LANDSCAPING
16831888,LAMP POST
16831920,CRASH BARRELLS AT SPLIT OF FLYOVER
16831949,STREET SIGN
16831985,TX DOT SIGN BIG BLUE EXIT SIGN
16832000,BRICK WALL SHATTERED WITH HOLE IN IT
16832017,NET HIGH FENCE AND METAL TUBE POSTS
16832026,DELINEATOR
16832026,YIELD SIGN AND POLE
16832026,WRONG WAY SIGN AND POLE
16832026,"OVERHEAD LIGHT, POLE, AND BASE"
16832026,DO NOT ENTER SIGN AND POLE
16832026,ONE WAY SIGN AND POLE
16832075,DAMAGED BLACK IRON GATE
16832123,20 FEET OF METAL FENCE
16832126,FIRE HYRANT
16832129,DAMAGED GUARD RAIL
16832145,ONE WAY ROADWAY SIGN
16832149,ROCK WALL
16832152,BUILDING WALL
16832158,TREE BRANCH
16832219,FRONT GLASS WINDOW
16832219,FRONT GLASS WINDOW
16832220,APPROX 20 FT OF GUARDRAIL / EST $6000
16832279,GUARD RAIL DAMAGE ON SOUTHSIDE OF BRIDGE
16832282,FENCING X2
16832302,NORTH WEST CORNER WALL
16832305,POWER LINE POLE DENTED
16832308,FENCE
16832314,FREEWAY BARRIER WALL
16832320,BARBED WIRE FENCE APPROXIMATELY 7 T POST
16832343,WIRE GUARD RAIL IN THE CENTER MEDIAN
16832347,BUILDING
16832347,HIGHWAY IDENTIFICATION POLE AND SIGN
16832355,DIVIDING WALL
16832358,532 MALDEN DRIVE (HOME/LANDSCAPE DAMAGE)
16832360,POWER LINE POLE #773
16832372,DAMAGED STOP SIGN
16832373,DAMAGE TO BUILDING
16832373,DAMAGE TO WASHER DRYER MACHINES
16832383,CONCRETE WALL
16832388,HIGHWAY LIGHT POLE
16832423,ELECTRIC/TELEPHONE POLE
16832424,TREES (TWO DAMAGED)
16832452,WOOD FENCE DAMAGED
16832454,2 METAL ENTRANCE SIGNS TO THE CITY PARK
16832471,UTILITY POLE
16832481,CHAIN LINK FENCE WITH IMPACT DAMAGE
16832513,TELEPHONE POLE
16832575,DAMAGE TO FENCE
16832587,POWER POLE
16832589,RAIL ROAD BRIDGE
16832606,GUARD RAIL
16832607,GUARDRAIL
16832619,"GLASS DOORS, SHELVES, MERCHANDISE"
16832632,FENCE
16832647,30 FEET ZIPPER HOV BARRIER
16832656,GUARDRAIL AND POST
16832665,100 FEET METAL GUARDRAIL W/15 WOOD POST
16832668,GUARD RAIL
16832679,GAURD RAIL
16832686,POLE #27200P14
16832697,GUARD RAIL DAMAGE ON RIGHT HAND SHOULDER
16832702,DAMAGE TO CRASH BARRIER
16832708,DAMAGE TO BUILDING AND FENCE
16832727,30 FT. BENT HURRICANE FENCE AND 3 POLES.
16832747,CITY STREET SPEED HUMP SIGN
16832749,ONE LIGHT POLE STRUCK BY VEHICLE
16832761,EVINRUDE E-TEX BOAT MOTOR DAMAGED
16832791,DAMAGE TO POWER POLE
16832801,STORE BARRIER POLE
16832804,CONCRETE BARRIER
16832808,WOODEN FENCE
16832862,CITY OF HOUSTON PARKING METER
16832862,IRON FENCE
16832890,FIRE HYDRANT
16832955,10 FT OF GUARD RAIL
16832958,LAWN/TREE
16832958,LAWN/TREE
16832998,GRILL
16832998,YARD
16832998,CHAIN LINK FENCE
16832998,OUTDOOR TABLE
16833014,"6 POST, 15 FEET OF RAIL, (1) ATTENUATOR"
16833023,METAL GUARDRAIL
16833024,150' NET WIRE FENCE WITH CEDAR POST
16833051,PRIVATELY-OWNED CONCRETE CURBING
16833063,CHAIN LINK FENCE TORN DOWN
16833082,YIELD SIGN
16833082,TRAFFIC SIGNAL LIGHT
16833083,DAMAGED FUEL ISLAND
16833088,DAMAGED STREET LIGHT
16833111,IMPACT ATTENUATOR
16833119,UTILITY TRAILER
16833121,BRICK RETAINING WALL AND TREE
16833139,UTILITY WOODEN POLE
16833148,WINDOW AC UNIT
16833148,"UTILITY POLE , POSSIBLE #3225"
16833160,TWO STREET SIGNS
16833174,UTILITY POLE
16833182,BROKEN ELECTRICAL POLE
16833188,SIGNAL LIGHT
16833212,TREE
16833212,BRICK PLANTER
16833212,LIGHT POLE
16833215,UTILITY POLE # 1S 5E 173
16833215,TREE
16833225,LIGHT POLE
16833226,GUARDRAIL
16833246,POLE REFLECTORS
16833246,ATT CABLE BOX
16833246,ROCK WALL ($1500)
16833248,MAILBOX
16833248,MAILBOX
16833249,BICYCLE WAS DAMAGED
16833255,WOODEN BARRIER
16833259,"FRONT WINDOW AND WALL, FRONT LAWN"
16833261,CONCRETE PAVEMENT
16833275,LIGHT POLE
16833275,TRAFFIC LIGHT CONTROL BOX
16833291,DAMAGE TO CABLE WIRE IN MEDIAN ON HWY 16
16833311,MAN MADE 2 AXLE TRAILER
16833311,6FTCHAIN LINK FENCE IN FRONT OF PROPERTY
16833314,SAFETY BARRIERS
16833327,GAURD RAIL
16833339,GUARD RAIL DAMAGED EXIT 418B
16833343,GUARDRAIL
16833344,MALL BOX
16833348,HITCHING POST AND FLAGPOLE
16833348,SPRINKLER HEADS
16833348,LANDSCAPING STONES
16833348,CRATE MYRTLE TREES
16833349,20'OF 8' FENCE AND TWO BRICK PILLARS
16833351,APPROX 50 FEET OF BARBED WIRE FENCE
16833356,FENCE
16833358,CINDERBLOCK/BRICK WALL 1FT TALL
16833358,MAILBOX
16833363,FENCE
16833399,"LANDSCAPING 4 TREES, SCHRUBS, BRICK WALL"
16833404,BARBED WIRE FENCE
16833425,CO RD 140 SIGN HIT BY UNIT 1
16833435,MAILBOX
16833436,POWER LINE POLE
16833436,"MAIL BOX, POLE & FENCE"
16833447,WOODEN FENCE BOARD
16833447,CREPE MYRTLE TREE
16833460,MAILBOX
16833469,STOP SIGN/ STREET SIGN
16833487,BENT GUARD RAIL
16833490,GUARDRAILS
16833497,GUARDRAIL
16833513,20 FT OF GUARDRAIL DAMAGE
16833520,DROVE VEHICLE THRU WOODEN FENCE
16833520,DROVE VEHICLE THRU WOODEN FENCE
16833521,STREET LAMP
16833545,FENCE
16833553,POWER POLE
16833553,TRAILER
16833569,CHAIN LINK FENCE AND METAL POST
16833571,S250 BOBCAT FORKLIFT MOBILE MACHINE
16833576,NORTHWEST CORNER FENCE
16833579,ROAD SIGN KNOCKED DOWN
16833584,BARB WIRE FENCE
16833598,FIRE HYDRANT / WATER LINE
16833620,EXIT SIGN-BLUE IN COLOR
16833620,GUARD RAIL
16833634,CONCRETE BARRIER WALL
16833641,TXDOT NO PARKING SIGN
16833651,UTILITY POLE
16833672,CRACKED ROCK WALL
16833686,"FENCELINE, WOODEN POST"
16833706,HANDICAP POLE
16833707,DAMAGE TO GRASS IN THE CENTER MEDIAN
16833707,SOUTHBOUND GUARDRAIL
16833713,LIGHT POLE
16833772,DAMAGED GUARD RAIL (15 FEET)
16833798,FENCE
16833798,ONE WAY SIGN
16833820,CENTER CONCRETE DIVIDER
16833821,GLAD ACRES HOA- DAMAGED WALL
16833821,DAMAGED SPEED LIMIT SIGN
16833828,FIRE HYDRANT
16833849,METAL POLE (MISSING SIGN)
16833855,MINOR DAMAGE TO SIGNAL POLE
16833861,TRAFFIC LIGHT POLE
16833879,DAMAGE TO GUARDRAIL
16833886,GUARDRAIL DAMAGE
16833887,GUARDRAIL
16833888,GUARDRAIL DAMAGE
16833889,GUARDRAIL DAMAGE
16833891,MOBILE HOME
16833894,LIGHT POLE
16833900,HOUSE/GARAGE
16833930,DAMAGE TO CITY OWNED FOOT BRIDGE.
16833930,DAMAGE TO ROAD SIGN.
16833972,"TELEPHONE POLE, POLE #VEC227856"
16833981,BACK FENCE
16834003,TRAFFIC LIGHT POLE
16834006,CENTER MEDIAN CABLE BARRIER
16834018,HOME
16834021,LARGE ADVERTISING SIGN
16834025,TREE
16834027,CYCLONE FENCING
16834029,STREET LIGHT POLE
16834036,UTILITY POLE
16834042,GUARDRAIL
16834050,20 FEET OF GUARD RAIL
16834051,GUARD RAIL DAMAGE
16834057,WATER METER HOUSING
16834059,20 FEET OF BARBED WIRE FENCE AND POSTS
16834061,METAL & WOODEN EXIT LANE BARRIER
16834074,STREET SIGN
16834080,DRIVEWAY AND FRONT YARD
16834081,HOME/RESIDENCE
16834095,DAMAGED GUARDRAIL (APPROXIMATELY 100 FT)
16834095,BROKEN STREET LIGHT
16834100,GAS METER
16834100,WALL OF THE RESIDENCE
16834100,WOODEN FENCE AND BRICK COLUMN
16834100,STREET SIGNS
16834106,100 FOOT OF WIRE BARRIER
16834107,ATMOS GAS LINE VALUED AT $1000.00
16834107,MAILBOX VALUED AT APPROXIMATELY $40.00
16834111,TREE
16834111,STREET LIGHT POLE
16834117,GUARD RAIL
16834118,CROSSWALK POLE
16834118,TURN SIGN
16834125,4X METAL FENCES
16834125,RAILROAD CROSSING SIGN
16834125,STOP SIGN
16834132,"BUSINESS PROP: TABLES, CHAIRS, COMPUTERS"
16834132,STRUCTURAL DAMAGE
16834151,20 FEET OF DAMAGE TO THE GUARDRAIL
16834154,ONE TELEPHONE/ ELRCTRICAL POLE
16834158,FRONT BRICKS ON HOUSE
16834167,NO PARKING SIGN
16834167,SCHOOL SPEED LIMIT
16834176,DAMAGED LIGHT POLE
16834180,FENCE DAMAGE
16834182,FENCE DAMAGE
16834183,FENCE LINE DAMAGED
16834193,FENCE LINE
16834201,GUARD RAIL
16834202,LIGHT POLE
16834207,CROSSWALK SIGN
16834226,BRICK HOUSE MAIL BOX
16834230,MAILBOX
16834230,MAILBOX
16834232,BRICK STAIRS
16834244,"FENCE, LANDSCAPING STONES"
16834251,1 - BARB WIRE FENCE
16834264,DAMAGED GUARD RAIL
16834293,110 FEET OF GUARDRAIL
16834303,3' GUARD RAILS
16834303,ROCK WALL DAMAGE
16834310,TREE BRANCHES
16834310,"""ONE WAY"" ROAD SIGN KNOCKED OVER"
16834317,TXDOT GUARD FENCE
16834322,BENT GUARD RAIL
16834332,GUARDRAIL
16834332,FENCE
16834334,"25' CHAIN LINK FENCE, GATE, AND POSTS"
16834368,DIRECTIONAL SIGNS
16834385,GUARD RAIL
16834390,LANDSCAPING - 20 FOOT TREE
16834390,ELECTRIC PEDESTRIAN CROSSWALK SIGN
