Crash_ID,Damaged_Property
17140437,BARBED WIRE FENCE DAMAGED.
17140439,TELEPHONE POLE
17140441,BRICK FENCE
17140442,5 FEET OF GUARDRAIL
17140500,LANDSCAPING
17140505,PIPE/FENCE
17140509,FIRE HYDRANT
17140524,AIR CONDITIONER UNIT
17140524,METAL FENCE
17140551,PIPE FENCE
17140576,POLE
17140577,WOODEN LIGHT POLE DAMAGED FROM BASE
17140598,STOP SIGN WAS KNOCKED DOWN
17140599,CULVERT WARNING SIGN (12X36 OBJECT SIGN)
17140623,MENU BOARD
17140626,PLASTIC CRASH BARREL CUSHIONS & CABLES
17140660,COW
17140680,METAL GUARD RAIL
17140712,5FT DAMAGED GUARD RAIL
17140716,FIRE HYDRANT
17140768,STREET LIGHT
17140776,FENCE LINE
17140781,"SHRUBS, FLOWER BED"
17140820,BARBWIRE/ CHAIN LINK FENCE
17140827,ROAD SIGN
17140839,METAL LIGHT TRAFFIC POLE
17140850,CORNER POST OF PERIMETER FENCE
17140881,BUILDING
17140899,"6"" DI PIPE"
17140910,BRICK MAILBOX
17140921,STREET LIGHT
17140939,RESIDENCE
17140947,SCHOOL ZONE SIGNAL LIGHT
17140999,GUARD RAIL
17141016,DAMAGED SIGN
17141028,GUARD RAIL DAMAGE
17141041,DAMAGED SIDEWALK RAILING
17141069,POLE
17141088,DAMAGE TO METAL PYLONS AND WIRE
17141178,CITY OF HOUSTON PARKING SIGN
17141189,5 SAND BARRELS
17141201,GAS METER
17141201,CHAIN LINK FENCE / HOUSE
17141209,UNEARCHED ROCK BARRIER
17141220,TXDOT SIGN
17141222,STREET SIGNS
17141224,BRICK WALL OF HOUSE
17141224,SHEETROCK AND FRAMING INSIDE HOUSE
17141224,NIGHTSTAND
17141224,FRONT LIGHT LAMP POLE
17141224,FRONT WINDOW OF HOUSE
17141224,BUSHES IN FRONT OF HOUSE
17141224,TREE AND LANDSCAPING
17141224,GRASS LAWN
17141224,TREE AND LANDSCAPING
17141224,MAILBOX
17141225,CHAIN LINK FENCE
17141231,SAVANAH FOOD STORE-DOORS AND FRONT GLASS
17141234,CONCRETE PAVEMENT AND LANDSCAPING
17141246,10 FOOT SECTION OF SIDWALK CONCRETE WALL
17141276,COMMUNITY MAILBOX
17141277,DENT TO METAL GUARDRAIL
17141315,TREE KNOCKED DOWN
17141315,TREE
17141321,SIGNAL LIGHT
17141336,WOODEN POST AND BARBED WIRE FENCE
17141339,CHIPPED 150 FEET OF CONCRET WALL
17141401,BROKEN COMMUNICATION LINE POLE
17141411,LIGHT POLE #208022
17141412,CABLE GUARD RAIL
17141420,GUARDRAIL DAMAGE
17141421,RAIL DAMAGE
17141431,BICYCLE DAMAGED AS A RESULT OF COLLISION
17141451,MAILBOX DAMAGED
17141451,GUARD RAIL DAMAGE
17141454,BARRIER WALL
17141541,SIGNAL LIGHT
17141556,TRANSFORMER
17141558,YARD AND GRASS
17141636,TX DOT DIRECTIONAL SIGN
17141637,EXIT SIGN
17141645,BANK PILLAR
17141683,TELEPHONE POLE
17141688,GUARD RAIL
17141705,DAMAGE TO CITY OF HOUSTON CURB
17141724,METAL FENCE
17141724,STOP SIGN AN STREET SIGNS
17141736,ROAD GUARDRAIL
17141741,DAMAGED TO LIGHT POLE
17141741,DAMAGE TO THE ROOF OF RESIDENCE
17141755,GATE
17141762,TELEPHONE POLE
17141762,STREET SIGN
17141770,FENCE AND POLE DENTED.
17141773,FIBER OPTIC POLE
17141783,POWER POLE
17141794,"TREE, ROSE BUSH, PRIV. FENCE, POTTERY"
17141796,EXEL POWER POLE AT SE 15/BUCHANAN
17141827,PEDESTRIAN CROSSING LIGHT
17141831,METAL ON RAMP GUARD RAIL
17141871,HOUSE
17141883,MAILBOX
17141891,RAILING
17141897,STONE MAILBOX
17141900,DART BUS STOP  SHELTER
17141901,MAILBOX
17141916,LIGHT POLE DAMAGED AND LEANING.
17141930,COLLAPSIBLE BARRIER
17141932,LIGHT POLE
17141939,STOP SIGN
17141950,100 FT OF MEDIAN RAILING
17141971,TRAFFIC SIGN (ONE WAY)
17141981,EXIT SIGN
17141981,ELECTRICAL BOX
17141986,LIGHT POLE
17141991,GUIDE WIRE OF TELEPHONE POLE
17141992,STOP SIGN & POLE
17141992,FENCE
17142019,BARBED WIRE FENCE AND POST DAMAGED
17142020,ELECTRICAL POLE AND POWER LINES
17142024,CABLE POLE
17142024,CHURCH OUTER WALL
17142032,SMALL SECTION OF FENCE WAS TAKEN OUT
17142036,20 FEET OF GUARD RAIL
17142045,GARAGE DOOR
17142085,CEMENT SIGN
17142117,15 FEET OF METAL LANE ATTENUATOR
17142133,METAL ATTENUATOR
17142135,LIGHT POLE AND BASE
17142136,10 FT OF GUARDRAIL DAMAGE
17142137,15 FT ATTENUATOR DAMAGE
17142143,BUILDING/ HAVILAND GROCERY STORE
17142150,GUARDRAIL
17142153,GUARDRAIL
17142154,LIGHT POLE
17142161,UTILITY POLE
17142162,WHEEL (DEBRIS)  FROM PREVIOUS CRASH
17142173,CHAIN LINK FENCE DAMAGED
17142183,METAL ATTENUATOR
17142184,UTILITY POLE
17142187,TXDOT DIRECTIONAL SIGN
17142187,MAIL BOX
17142191,CEMENT CURB
17142219,MEDIAN STOP LIGHT DAMAGED
17142224,FRONT PORCH AND RAMP
17142252,RETAINER WALL
17142258,CABLE BARRIER
17142262,UTILITY POLE
17142262,IRON FENCING TO APARTMENT
17142304,"DAMAGE TO HOUSE, MAILBOX, LAWN ITEMS"
17142305,DO NOT CROSS DOUBLE WHITE LINE SIGN
17142305,WATER MAIN CAP AND PIPE
17142305,POST FOR SIGN
17142318,UTILITY POLE
17142318,METAL HAND RAIL
17142339,FIXED PILLAR DAMAGED
17142341,LIGHT POLE
17142350,FENCE SOUTH SIDE OF 4100 FRANKFORD RD.
17142442,(2) CITY MESQUITE TREES
17142449,STREET LIGHT POLE
17142490,TRAILER HOME
17142490,"2002 SEA RAY BOAT, MODEL 176BR"
17142500,MAILBOX
17142504,LIGHT POLE IN THE MEDIAN
17142508,3 FT ROCK WALL
17142527,FIRE HYDRANT
17142556,KEEP OFF MEDIAN STREET SIGN
17142581,GUARD RAIL
17142598,CITY SIGN
17142601,HOUSE CARPORT BRICK COLUMN
17142635,STOP/STREET SIGN
17142640,CHURCH WARNING STREET SIGN
17142666,CONCRETE BARRIER/WALL
17142686,PLATE GLASS WINDOWS AND BRICK WALL
17142699,MINOR DAMAGE TO SMALL POST/SIGN
17142725,SIGNAL LIGHT POLE
17142729,FENCE LOCATED AT 7700 PARKER RD
17142763,END ROAD WORK SIGN
17142763,UTILITY POLE 325465
17142769,BRICK FENCE AND SIGN
17142802,CABLE BARRIER
17142808,FENCE LINE
17142837,FENCE
17142842,STOP SIGN
17142847,GUARD RAIL DAMAGE
17142849,DENT IN METAL SIGNAL LIGHT POLE
17142850,GARAGE DOOR
17142858,EXIT 7A ROAD SIGN
17142858,DO NOT ENTER ROAD SIGN
17142878,ONE WOODEN ELECTRIC POLE BROKEN IN HALF
17142896,FIRE HYDRANT STRUCK BY VEHICLE
17142904,30FT OF FENCE
17142905,HOUSE DAMAGE
17142929,CINDER BLOCK MAILBOX
17142937,METRO BUS STOP SIGN
17142942,CITY OF HOUSTON LIGHT POLE 660147
17142969,ONE TREE DAMAGED VALUED AT $125
17142980,YARD AND FENCE
17142988,CONCRETE BARRIER
17142999,GUARDRAIL
17143004,DESTROYED YELLOW TRAFFIC CONTAINER
17143009,COLLISION DAMAGE TO TRUNK OF OAK TREE
17143011,KNOCKED OVER NO PARKING SIGN
17143025,APPROXIMATELY 50 FT OF BARBED WIRE FENCE
17143027,ONE LUMINAIRE LIGHT POLE
17143049,YELLOW AND BLACK DIRECTIONAL SIGN
17143076,FRONT YARD DAMAGE TO GRASS/SOIL
17143077,STREET LIGHT POLE
17143082,METAL POLE WITH ARROW SIGN
17143086,TRAILER
17143089,POWER LINE POLE
17143089,SIGNS
17143094,BENT LIGHT POLE #10
17143100,SCUFFS AND SCRAPES TO INSIDE JERSEY WALL
17143106,FIRE HYDRANT
17143112,TXDOT HIGHWAY LIGHT POLE
17143124,DAMAGE TO GUARD RAIL
17143139,ROAD SIGN
17143158,FENCE
17143177,ANCHOR STRAP FOR POWER POLE BROKEN
17143180,GUARD RAIL
17143185,TRAFFIC LIGHT FELL FROM OVERHEAD LINES
17143188,PROPERTY FENCE
17143202,COMPOSITE FENCE
17143203,CONCRETE BARRIERS (2) NORTH AND SOUTH
17143207,PHONE LINE
17143213,POWER POLE
17143213,"""NO PARKING"" SIGN"
17143230,POLES/BOLLARDS
17143231,CONCRETE BARRIER
17143254,FRONT OF RESIDENCE
17143263,DAMAGE TO LAWN
17143263,STREET LIGHT
17143267,GUARD RAIL
17143271,CHAIN LINK FENCE
17143273,CEMENT WALL
17143292,HOLE IN BUILDING WALL
17143296,"WOODEN PILLAR, METAL HAND RAIL DAMAGE"
17143324,3 ELECTRICAL POLES AND WIRES
17143327,DAMAGE TO PAINT ON RAILROAD BRIDGE
17143329,40' OF GUARDRAIL DAMAGE
17143358,DAMAGED ELECTRICAL TRANSFORMER
17143364,RESIDENTIAL FENCE DAMAGE
17143365,WATER METER
17143399,30 FEET WORTH OF IRON ROD TYPE FENCING
17143405,BROKE THROUGH FENCE
17143482,FIRE HYDRANT
17143484,YELLOW PUMP PROTECTOR POLE
17143498,LIGHT POLE WAS HIT DURING THE CRASH.
17143509,SUPPORT COLUMN
17143518,C.O.V. STREET AND STOP SIGN
17143519,HIGHWAY STOP SIGN
17143524,GUARDRAIL
17143531,TELEPHONE POLE
17143535,"BRICK MAILBOX $2000.00-$3,000.00"
17143541,GUARDRAIL
17143552,TRAFFIC WARNING SIGN
17143554,GUARD RAIL
17143572,FENCE
17143572,TELEPHONE JUNCTION BOX
17143579,FIBER OPTIC LINE DAMAGED
17143583,CENTER CABLE
17143584,CONCRETE U-TURN TRAFFIC WALL
17143588,ELECTRICAL POLE #677/091684
17143617,45 FEET OF GUARD RAIL
17143629,BARBED WIRE FENCE
17143633,CROSS WALK POLE
17143648,TREE
17143659,SPEED LIMIT SIGN
17143669,BRICK WALL
17143678,GUARD RAILING ON BRIDGE
17143683,LIGHT POLE
17143692,BLUE IVY SCHOOL SIGN
17143708,GUARD RAIL
17143713,"3061 HEATHER GROVE, STRUCTURAL"
17143713,"3063 HEATHERGROVE, GARAGE DOOR"
17143725,GUARD RAIL DAMAGE
17143725,BRIDGE MAY ICE SIGN
17143741,FENCE
17143741,UTILITY POLE
17143745,MAILBOX
17143767,BRICK RETAINING WALL
17143802,MAIL BOX
17143807,ONCOR LIGHT POLE
17143821,WALL OF BUSINESS
17143824,STOP SIGN
17143824,CHAIN LINK FENCE
17143833,FENCE
17143841,CABLE BARRIER AND POLES
17143850,VEHICLE DROVE THROUGH WOODEN FENCE
17143856,FIRE HYDRANT
17143895,FENCE
17143899,GUARD RAIL AND WIRE MEDIAN DAMAGE
17143900,POWER POLES
17143904,ROAD SIGN
17143929,SLAUGHTER EXIT SIGN RIGHT POST BROKEN
17143947,CABLE BARRIER
17143949,ARROW ROAD SIGN
17143958,LIGHT POLE
17143962,CAUTION ARROW ROAD SIGN
17143971,ELECTRIC POLE / WIRES
17143976,GUARD RAIL
17144010,"STOP SIGN, YIELD SIGN"
17144010,"2 STROAGE SHEDS,FENCE,AC,"
17144011,TREE
17144044,ROD IRON FENCE
17144044,OFFICE BUILDING
17144049,FENCE AROUND OUTSIDE OF PROPERTY
17144053,GUARDRAIL
17144087,TREE
17144087,PARKING SIGN
17144089,TREE
17144099,CENTER PROTECTION BARRIER FENCE
17144128,CHAIN LINKED FENCE DENTED
17144151,CENTERPOINT ENERGY POLE
17144171,WATER TREATMENT PIPES AND EQUIPMENT
17144171,ELECTRONIC FENCE
17144183,POWER POLE
17144185,2 ROADSIDE SIGNS
17144189,"20 YARDS OF CATTLE PANEL, WIRE, T POST"
17144190,GUARD RAIL
17144199,STOP SIGN
17144211,DAMAGED FENCE LINE
17144212,"TREE, SPRINKLER LINE"
17144214,BRICK MAILBOX
17144237,200 FEET OF BARB WIRE AND A FEW POST
17144251,DAMAGED BARBED WIRE FENCE
17144253,BARBWIRE FENCE
17144256,CABLE MEDIAN
17144268,RESIDENCE-FENCE
17144268,STOP SIGN AND STREET SIGN
17144269,GUARD RAIL AND WOODEN GUARD RAIL POLE
17144269,NO U-TURN SIGN
17144280,CENTER CONCRETE BARRIER
17144286,CABLE BARRIER
17144295,SHOPPING CART
17144315,DAMAGE TO CENTER POINT POLE
17144325,METAL/WOOD GUARD RAIL
17144340,GRASS
17144347,WALL (DRIVE THRU)
17144348,MAILBOX
17144348,COX TELEPHONE WIRE BOX
17144348,TREE AND BASKETBALL GOAL
17144348,DUMPSTER
17144368,STOP SIGN
17144372,BARBWIRE FENCE
17144372,STEEL ELECTRIC POLE
17144386,MAIL BOX
17144399,STOP SIGN
17144399,TREE
17144405,ROCK BOULDER
17144416,ONE WAY TRAFFIC SIGN
17144431,TRAFFIC BARREL
17144435,GUARDRAIL
17144452,CITY OWNED PARKING METER
17144474,BRIDGE SIGN
17144495,LIGHT POLE
17144512,GUARDRAIL
17144519,BRICK COLUMN AND HEDGES
17144543,CABLE BOX RUN OVER AND POWER POLE STRUCK
17144545,FENCE DAMAGE
17144547,HORSE
17144556,PAMPAS GRASS
17144556,BUSINESS SIGN
17144567,FENCE
17144567,GARAGE
17144573,SPEED LIMIT SIGN
17144578,FENCE DAMAGE
17144589,ROCK WALL
17144609,ROAD ID SIGN & CULVERT
17144626,TELEPHONE POLE STRUCK
17144627,ONE POST CENTER CABLE
17144634,FENCE
17144653,10' METAL POLE W/ WARNING SIGN
17144662,SIGNAL LIGHTS BOX AND SIGNAL LIGHT POLE
17144666,DAMAGE TO ATM
17144669,CENTER CABLE
17144678,RED STOP SIGN
17144694,MAIL BOX
17144700,BROKEN ELECTRIC POLE/WIRES
17144717,FENCE & CRASH BARRIER
17144718,HIGHWAY SIGN
17144719,COLLAPSIBLE GAURDRAIL/BARRIER
17144735,CABLE
17144740,CONCRETE BARRIER
17144755,GUARDRAIL AND POST
17144767,ELECTRICAL POLE LIGHT
17144768,GUARD RAIL
17144795,LIGHT POLE
17144812,POWERLINE POLE & CONDUCTOR
17144828,WIRE/BARBED WIRE FENCE BROKEN
17144858,STOP SIGN
17144873,POWER LINES / TELEPHONE POLES
17144877,1 SPEED LIMIT SIGN AND 1 TURN LANE SIGN
17144879,U-TURN SIGN
17144903,HOUSE
17144915,FRONT GATE
17144920,CENTURY 210 BOAT
17144967,CPS POWERLINE POLE
17144969,10' FIBERGLASS LADDER
17144979,FENCE
17144979,MAILBOX
17144979,ELECTRIC POLE # A3968000
17144979,FENCE
17144981,CONCRETE DIVIDER
17144992,"LANDSCAPING, SHRUBS, GRASS, GROUND COVER"
17145035,COW
17145039,WELDING EQUIPMENT AND VARIOUS METAL OBJ
17145042,12-15 CENTER MEDIAN POSTS
17145079,1 ORDER SCREEN
17145079,1 YELLOW POLE
17145079,1 DRIVE-THRU SPEAKER
17145109,DAMAGED LADDER RACK ON TOP OF VEH
17145109,2 DAMAGED WERNER LADDERS ON TOP OF VEH
17145132,SAMSUNG TELEVISION
17145132,WALL
17145146,STOP SIGN AND STREET SIGNS
17145152,BARRIER
17145159,3 STREET SIGNS
17145175,CRASH BARREL
17145191,SIGNAL LIGHT POLE
17145195,FIRE HYDRANT
17145195,RESIDENCE FENCE
17145195,RESIDENCE FENCE
17145220,UTILITY POLE
17145225,BRICK WALL
17145226,CHIPPED CURB
17145232,"15 FT OF WOOD FENCE, 2' X 2' X6' STONE C"
17145241,MAILBOX AND POST
17145243,GUARD RAIL DAMAGE ON ENTRANCE RAMP.
17145256,30 FEET OF DILAPIDATED FENCE
17145264,COMMUNITY WALL
17145264,MAIL BOX
17145264,STREET/ STOP SIGN
17145290,FLOWER BED/ PLASTIC ADVERTISEMENT SIGN
17145291,CENTER SAFETY CABLE BARRIER
17145295,TRAFFIC LIGHT POLE
17145300,WHITE PICKET FENCED DAMAGED
17145303,CHAIN LINK FENCE
17145309,EXIT 137 SIGN
17145310,10 FEET GUARDRAIL
17145324,LIGHT POLE
17145328,CONCRETE SUPPORT COLUMN
17145340,TELEPHONE POLE
17145341,PRIVATE GUARD RAIL
17145341,OUTTER CHAIN LINK FENCE DAMAGED
17145349,GUIDE CABLE WIRE
17145353,BRICK MAILBOX
17145355,"DAMAGE TO ""TURN LEFT ONLY SIGN'"
17145363,TRANSFER CASE AND REAR VIEW MIRROR
17145363,"GAS TANK, WINDSHIELD AND SADDLE BAG."
17145379,FIRE HYDRANT
17145391,5 WOOD PILLARS SUPPORTING THE GUARD RAIL
17145404,1 BLACK COW
17145450,PIPE/FENCE
17145455,1 CENTER MEDIAN POST DAMAGED
17145462,METAL FENCE
17145468,POWER POLE # 301756
17145476,WATER LINE FLUSH PIPE
17145477,100 FEET OF GUARD CABLE AND 8 POST
17145478,30 FEET GUARD RAIL
17145481,4 METAL GUIDE CABLE POST
17145509,METAL AND BRICK FENCE
17145514,CHAIN LINK FENCE
17145517,CONSTRUCTION SIGN POST
17145526,FENCE
17145536,POWER POLE
17145536,MAILBOX
17145537,MAILBOX
17145537,WOODEN FENCE
17145539,2 GAS METERS
17145539,FENCE
17145547,DEAD COWS
17145548,20 FT OF GUARDRAIL DAMAGE
17145551,DEAD COWS
17145557,DEAD COWS
17145595,DEAD COWS
17145618,20 FOOT OF DAMAGE TO FENCE
17145790,MEDIUM WIRING PULLED DOWN
17145796,BRICK MAIL BOX $1000
17145844,"LARGE, STONE SIGN"
17145867,PUBLIC LIBRARY DAMAGE TO AWNING & BUILD
17145901,GUARDRAIL AND I45 SIGNAGE
17145914,BRICK PLANTER AROUND BUSINESS SIGN
17145936,GUARD RAIL
17145941,DAMAGE TO EXTERIOR IRON FENCE
17145961,60 FEET OF METAL FENCE
17145965,RESIDENCE
17145973,CROSSWALK SIGNAL LIGHT
17145979,POLE
17145991,STEEL GUARD RAIL
17146011,40 FT OF LOW FENCE
17146016,LEFT BICYCLE PETAL
17146024,GUARDRAIL DAMAGED
17146041,APPROXIMATELY 40 FEET OF METAL GUARDRAIL
17146111,TREE DAMAGE
17146119,2 GARAGE DOORS @ 2317 LIMERICK
17146131,FIRE HYDRANT
17146139,BRIDGE RAILING
17146144,SPRINKLER CONTROL BOX
17146144,FOUR TREES
17146146,PIPE FENCE
17146147,GUARDRAIL
17146170,CUSTOM LIGHT POLE AND APPROX 100' GRASS
17146186,BARB WIRE FENCE
17146194,CABLE BARRIER
17146196,CABLE BARRIER
17146216,CULVERT
17146217,"WATER MAIN, FIRE HYDRENT"
17146246,SCUFF MARKS TO INSIDE BARRIER
17146276,"SCUFFS, SCRAPES"
17146282,MAILBOX
17146283,ONE DAMAGED MAILBOX
17146284,BRICK WALL ON SOUTH SIDE OF BUILDING
17146301,GUARDRAIL
17146319,CONCRETE POLE STOP SIGN
17146320,SCHOOL ZONE LIGHT POLE
17146337,20 FT OF BARBED WIRE FENCE/DEERWOOD LAKE
17146348,ATTACHED GARAGE STRUCK BY CAR
17146356,STREET LIGHT
17146362,14'X48'' GOAT WIRE FENCE AND T-POST
17146369,21 WOOD POLES/ APPROX 200 FT GUARDRAIL
17146372,YELLOW LANE MARKER
17146374,CURB ALONG WITH DETAINING WALL
17146426,LIGHT POLE
17146428,TOWED ORANGE ARROW BOARD
17146462,DESTROYED MAILBOXES
17146468,FENCE
17146470,UTILITY POLE
17146503,SIGN POLE; BENT
17146507,CENTER CONCRETE DIVIDER WALL
17146518,GUARDRAIL
17146524,GUARD RAIL DAMAGE
17146530,CROSSWALK SIGHN
17146541,ROCK WALL
17146562,LANDSCAPING
17146568,MINOR DAMAGE TO ASPHALT GRAVEL ROADWAY
17146573,MAILBOX
17146573,LIGHT POLE 480290
17146605,CONCREAT BARRIER
17146610,APARTMENT FENCE
17146611,GUARD RAIL
17146615,20 FT WIRE FENCING
17146619,TWO GUARD RAILS
17146648,CULVERT
17146686,EXMARK RIDING LAWN MOWER
17146693,HIGHWAY SPEED CAUTION SIGN
17146700,50 FEET OF METAL GUARD RAIL
17146704,CONCRETE CURB
17146728,(2) TRAFFIC SIGNS
17146729,31 CENTER BARRIER POST
17146731,METAL POLE
17146732,METAL ROAD SIGN (OLD TRAM RD)
17146734,ROAD SIGN
17146737,CABLE BARRIER
17146782,CONCRETE POLE
17146783,FIRE HYDRANT
17146786,BROKEN FENCE
17146793,GUARD RAIL
17146814,DAMAGED CHAIN LINK FENCE
17146814,DAMAGED SIGN
17146826,LIGHT POLE
17146838,1 SIGN AND POLE
17146849,30 YARDS - DAMAGED WIRED MEDIAN
17146852,CONCRETE JERSEY BARRIER
17146855,GUARD RAIL
17146879,LARGE BRICK SIGN
17146879,FIRE HYDRANT
17146885,TELEPHONE BOX (#703-10)
17146891,STOP SIGN RAN OVER
17146891,CHAIN LINKED FENCE RAN OVER
17146894,POWER LINE POLE
17146917,BLACK COW W/ JH BRANDED ON LEFT HIP.
17146922,METAL GATE
17146941,SIGN BASE
17146949,UTILITY POLE WAS HIT AND TAKEN DOWN.
17146972,RAIL ROAD CROSSING ARM AND BASE
17146980,10 FT PAINT TRANSFER TO LEFT BARRIER
17147033,GUARD RAIL APPROXIMATELY 200 FT
17147043,DAMAGE POWER LINE POLE AND WIRES
17147051,ROCKS ON SIDEWALK AND ROADWAY
17147055,TWO ROADWAY SIGNS ON THE 5500 BLOCK I20W
17147058,DAMAGED LANDSCAPING BOULDER
17147077,SCRAPES TO OUTSIDE WALL
17147102,COW (LIVESTOCK)
17147117,FENCE AND WALKWAY
17147129,DAMAGE TO FENCE AND GARAGE
17147135,CRASH BARRELS
17147136,BARBED WIRE FENCE
17147154,ELECTRIC POLE
17147154,"GUARD RAIL, TRAFFIC SIGN"
17147154,"TRAILER HOUSE, FENCE, POWER POLE"
17147158,GATE
17147169,WALL ( CORNER STORE)
17147197,CONCRETE BARRIER
17147209,METAL GUARDRAIL AND WOODEN POST
17147221,GUY WIRE
17147243,CABLE BARRIER
17147304,BICYCLE
17147319,GLASS WINDOWS ON SIDE OF BUSINESS
17147320,CATCH WIRE
17147371,SCRAPES TO WALL
17147383,EXTERIOR BUILDING DECOR
17147388,WRONG WAY SIGN
17147396,PRIVACY FENCE
17147442,TREE AND LANDSCAPING
17147445,GAS PUMP#8
17147461,INTERSTATE GUARD RAIL
17147472,STANDARD STREET LIGHT POLE
17147475,GUIDE RAIL
17147479,TXDOT WRONG WAY SIGN AND POST
17147479,TXDOT CROSSWALK SIGNAL POST
17147482,YIELD SIGN
17147482,HIGHWAY DIRECTION SIGN
17147484,ATMOS GAS METER
17147485,STOP SIGN
17147488,SPEED LIMIT SIGN
17147489,GUARD RAIL
17147501,LIGHT POLE
17147503,APPRX 12X12 LIMESTONE/CYNDERBLOCK PILLAR
17147504,IRONED FENCE
17147511,MEDIAN SIGN
17147519,DENTED ALUMINUM WATER DRAIN
17147519,EXTERIOR STUCCO WALL
